Autor,Total_Publicacoes,Porcentagem_Publicacoes
ID_8472079174657098,758,0.16648436847954526
ID_5783141369706484,754,0.16560582299944213
ID_1036046601275319,753,0.16538618662941634
ID_3613722593784448,752,0.16516655025939056
ID_1537768249023926,748,0.1642880047792874
ID_1029892667445223,743,0.16318982292915848
ID_0589484713269268,741,0.16275055018910692
ID_1409367562944345,740,0.16253091381908114
ID_6120952417164903,739,0.16231127744905535
ID_3594651355252245,735,0.1614327319689522
ID_9335253053250984,735,0.1614327319689522
ID_3981568451860330,731,0.16055418648884906
ID_9157872297410868,725,0.15923636826869436
ID_7069264281185562,722,0.15857745915861698
ID_6216261423282706,721,0.1583578227885912
ID_3085057149388157,710,0.15594182271830756
ID_9082260061201946,706,0.15506327723820443
ID_5598322661148873,704,0.15462400449815286
ID_3888832724995864,703,0.15440436812812708
ID_7552747227876113,702,0.1541847317581013
ID_0433763336350310,697,0.15308654990797235
ID_1508105634503621,696,0.15286691353794657
ID_3192797452693362,696,0.15286691353794657
ID_8807333466702951,691,0.15176873168781765
ID_4994942901309005,691,0.15176873168781765
ID_9273702863744424,684,0.15023127709763714
ID_7836545332605210,683,0.15001164072761136
ID_6233411996499255,680,0.149352731617534
ID_7532334620264577,680,0.149352731617534
ID_6555511233950866,680,0.149352731617534
ID_4692980070480625,678,0.14891345887748245
ID_5882662534904226,669,0.14693673154725037
ID_8886634592087842,668,0.1467170951772246
ID_4470314114687099,668,0.1467170951772246
ID_4028993334703256,667,0.1464974588071988
ID_3733846364293441,661,0.14517964058704408
ID_0574180390413250,661,0.14517964058704408
ID_0967035318418472,661,0.14517964058704408
ID_3051627641386529,658,0.14452073147696673
ID_5379077061489077,656,0.14408145873691516
ID_9157226124301186,656,0.14408145873691516
ID_5599017990318989,652,0.14320291325681203
ID_9325751411452030,652,0.14320291325681203
ID_1686212165863890,651,0.14298327688678625
ID_0932900035896817,649,0.14254400414673465
ID_7561487411080800,648,0.14232436777670887
ID_4185521570721716,644,0.14144582229660574
ID_4621534549550979,643,0.14122618592657996
ID_8736721273068415,642,0.14100654955655417
ID_4824419385318370,637,0.13990836770642523
ID_2030746662248842,637,0.13990836770642523
ID_1443260585180322,634,0.13924945859634788
ID_7090419604571199,634,0.13924945859634788
ID_7027792126979693,633,0.1390298222263221
ID_1345781867765758,632,0.13881018585629631
ID_7890165105970581,630,0.13837091311624475
ID_4016576596215504,629,0.13815127674621897
ID_6780184620648314,628,0.13793164037619318
ID_7276765928582051,626,0.13749236763614162
ID_4010781324120944,621,0.13639418578601267
ID_7527179767450432,618,0.13573527667593532
ID_6248532093883975,608,0.13353891297567747
ID_0766735065718186,606,0.1330996402356259
ID_1623651835700843,605,0.13288000386560012
ID_5424781102486268,601,0.13200145838549698
ID_8897713171950671,599,0.1315621856454454
ID_5839835671483987,599,0.1315621856454454
ID_9859511150127352,599,0.1315621856454454
ID_2325513222088331,596,0.13090327653536804
ID_5832250655889116,596,0.13090327653536804
ID_3412816427200150,595,0.13068364016534226
ID_2554509868510718,593,0.1302443674252907
ID_7506578377321090,592,0.1300247310552649
ID_2694197910478313,592,0.1300247310552649
ID_8563794592947521,591,0.12980509468523913
ID_0822799877686090,588,0.12914618557516178
ID_8265116967095452,588,0.12914618557516178
ID_6638697951841821,588,0.12914618557516178
ID_4724455372300363,585,0.1284872764650844
ID_1616204547689304,585,0.1284872764650844
ID_7754712826522774,581,0.12760873098498127
ID_9670001528699130,581,0.12760873098498127
ID_8739431159426389,578,0.12694982187490392
ID_3120810650181134,577,0.12673018550487813
ID_8590492866942091,577,0.12673018550487813
ID_2878770983264825,576,0.12651054913485235
ID_8634866589762862,570,0.12519273091469763
ID_1422895308009825,568,0.12475345817464606
ID_3989136572460030,566,0.12431418543459448
ID_0128689067297674,566,0.12431418543459448
ID_8655277884027052,564,0.12387491269454291
ID_7119886675051877,562,0.12343563995449135
ID_2636111337875377,562,0.12343563995449135
ID_6066310198344526,560,0.12299636721443977
ID_4273689617987878,557,0.12233745810436242
ID_9703848266137282,556,0.12211782173433663
ID_7181616799746888,554,0.12167854899428507
ID_8352745170435172,553,0.12145891262425927
ID_7740917144757410,553,0.12145891262425927
ID_9308646552353762,552,0.12123927625423349
ID_0004405929946327,550,0.12080000351418192
ID_2835093153489923,549,0.12058036714415614
ID_3553837998751021,549,0.12058036714415614
ID_0477045906733254,548,0.12036073077413036
ID_8462865850328344,548,0.12036073077413036
ID_1572504650930605,548,0.12036073077413036
ID_8858800699425352,547,0.12014109440410456
ID_4215849919453600,547,0.12014109440410456
ID_6564076531735310,545,0.119701821664053
ID_3658669547742426,543,0.11926254892400143
ID_9092587237114334,543,0.11926254892400143
ID_2346700109498656,536,0.11772509433382093
ID_6999749984515755,535,0.11750545796379513
ID_5268607684223281,535,0.11750545796379513
ID_0037573905724394,533,0.11706618522374357
ID_0034894070455412,532,0.11684654885371779
ID_0469666950995989,532,0.11684654885371779
ID_4408599021040004,529,0.11618763974364042
ID_1973878827354750,528,0.11596800337361464
ID_5949636124796250,528,0.11596800337361464
ID_3767979348338740,526,0.11552873063356307
ID_8218059267505950,518,0.1137716396733568
ID_6703037457253125,516,0.11333236693330521
ID_4655532473617635,516,0.11333236693330521
ID_2002515486942024,516,0.11333236693330521
ID_4993204839198672,514,0.11289309419325365
ID_9450460842293932,513,0.11267345782322787
ID_2745679186354681,513,0.11267345782322787
ID_2158196443144675,510,0.1120145487131505
ID_4996734160632011,509,0.11179491234312472
ID_2762761928704612,506,0.11113600323304737
ID_3971663510252293,505,0.11091636686302159
ID_6378129193246016,505,0.11091636686302159
ID_1829406809818626,505,0.11091636686302159
ID_4747666293431338,504,0.11069673049299579
ID_4844986337654168,504,0.11069673049299579
ID_5118629875846648,503,0.11047709412297001
ID_8586805521593519,502,0.11025745775294422
ID_4351583784137968,502,0.11025745775294422
ID_5168823546200073,500,0.10981818501289266
ID_7445996639798624,498,0.10937891227284108
ID_5588269274851789,498,0.10937891227284108
ID_1694260923221276,498,0.10937891227284108
ID_2851798514812201,497,0.1091592759028153
ID_5916017746341882,496,0.10893963953278951
ID_7024780289532391,494,0.10850036679273795
ID_0128404227626176,494,0.10850036679273795
ID_2123038879875164,493,0.10828073042271216
ID_3497095259123139,492,0.10806109405268637
ID_3555567955507382,490,0.1076218213126348
ID_0544144585124313,490,0.1076218213126348
ID_2602949498335989,487,0.10696291220255745
ID_8006865596138564,487,0.10696291220255745
ID_4750838304742762,485,0.10652363946250587
ID_8241999499678979,483,0.1060843667224543
ID_7331062615542814,483,0.1060843667224543
ID_9430398566741698,483,0.1060843667224543
ID_0700137809969252,482,0.10586473035242852
ID_0041995572099705,481,0.10564509398240274
ID_2762547320425528,481,0.10564509398240274
ID_7998391975397420,481,0.10564509398240274
ID_3386857761295187,480,0.10542545761237695
ID_0932673194762377,479,0.10520582124235116
ID_4581537476491370,479,0.10520582124235116
ID_7316338454902623,478,0.10498618487232537
ID_6562497517787376,477,0.10476654850229959
ID_2050094723109880,475,0.10432727576224803
ID_4038930548278283,475,0.10432727576224803
ID_6644811083291335,474,0.10410763939222224
ID_7710344461864924,473,0.10388800302219645
ID_0915732258069388,473,0.10388800302219645
ID_6282229671610460,473,0.10388800302219645
ID_3794477872946546,471,0.10344873028214488
ID_4290808161139329,471,0.10344873028214488
ID_2483185411923070,470,0.1032290939121191
ID_0996374647319169,468,0.10278982117206753
ID_4568109140874315,468,0.10278982117206753
ID_9356303217059472,467,0.10257018480204173
ID_9978219072711522,464,0.10191127569196438
ID_5558354805733623,464,0.10191127569196438
ID_0280121582234738,463,0.1016916393219386
ID_0345959348124698,461,0.10125236658188702
ID_6696857617864852,461,0.10125236658188702
ID_3590884268165249,459,0.10081309384183545
ID_2293023062054998,458,0.10059345747180967
ID_2523040704958733,457,0.10037382110178389
ID_0983518713985469,456,0.1001541847317581
ID_8922470135347131,456,0.1001541847317581
ID_8220266376719566,455,0.09993454836173232
ID_0585283327853481,455,0.09993454836173232
ID_0204571709680830,454,0.09971491199170653
ID_1468516584214940,451,0.09905600288162918
ID_2554853704952225,451,0.09905600288162918
ID_1224532648969159,451,0.09905600288162918
ID_5547874183666459,449,0.09861673014157761
ID_7254844415865063,448,0.09839709377155181
ID_8278472628252508,446,0.09795782103150025
ID_2324159515825927,445,0.09773818466147446
ID_8047078292358267,444,0.09751854829144868
ID_7860759306517929,444,0.09751854829144868
ID_2941335797138677,443,0.0972989119214229
ID_8783964270386788,443,0.0972989119214229
ID_2828124381670231,441,0.09685963918137132
ID_2289579163604428,439,0.09642036644131975
ID_3302216368941503,439,0.09642036644131975
ID_2435447165044085,437,0.09598109370126819
ID_1608252203113404,437,0.09598109370126819
ID_3718352314610417,437,0.09598109370126819
ID_6815299644750648,437,0.09598109370126819
ID_4186411197580812,437,0.09598109370126819
ID_4585253466628293,436,0.09576145733124239
ID_7686768230673663,436,0.09576145733124239
ID_8392547704796029,436,0.09576145733124239
ID_1588571859201066,436,0.09576145733124239
ID_5061261000226463,435,0.0955418209612166
ID_0863139085649116,432,0.09488291185113926
ID_3720190068644174,432,0.09488291185113926
ID_7541486051032916,431,0.09466327548111347
ID_3496070172209437,430,0.09444363911108768
ID_8079423496391852,429,0.0942240027410619
ID_2685286492991791,428,0.09400436637103611
ID_5719239270509869,427,0.09378473000101033
ID_6056793173053386,423,0.09290618452090718
ID_5366157471959981,420,0.09224727541082983
ID_8626964624628522,419,0.09202763904080405
ID_2482060270236527,417,0.09158836630075247
ID_9469987954896496,416,0.09136872993072669
ID_6142558410927273,415,0.0911490935607009
ID_3897283209013869,413,0.09070982082064934
ID_0581412073128121,412,0.09049018445062355
ID_6284168579617066,412,0.09049018445062355
ID_6472062816736936,411,0.09027054808059776
ID_6293663565260182,411,0.09027054808059776
ID_8187863977340227,408,0.08961163897052041
ID_2531761427648020,408,0.08961163897052041
ID_2726230162746149,408,0.08961163897052041
ID_9787209999258590,407,0.08939200260049462
ID_6201224121456969,406,0.08917236623046884
ID_1077091269921532,406,0.08917236623046884
ID_6465314260773099,404,0.08873309349041726
ID_7106998317216646,403,0.08851345712039148
ID_8992951405803858,403,0.08851345712039148
ID_8696858608013659,401,0.08807418438033991
ID_2543067198319684,401,0.08807418438033991
ID_1682621160901140,400,0.08785454801031413
ID_8814823545159504,400,0.08785454801031413
ID_6501120313475077,400,0.08785454801031413
ID_1343302903420183,398,0.08741527527026255
ID_4548734294382889,398,0.08741527527026255
ID_2529689139869418,398,0.08741527527026255
ID_3929176117729138,397,0.08719563890023677
ID_9362702262041806,396,0.08697600253021098
ID_5393628668007180,395,0.0867563661601852
ID_3325984959083987,394,0.08653672979015942
ID_0278717765065500,393,0.08631709342013362
ID_6751513272539561,393,0.08631709342013362
ID_6175285839739641,392,0.08609745705010784
ID_7900399551528003,392,0.08609745705010784
ID_7884742100487918,391,0.08587782068008205
ID_2014918752636286,391,0.08587782068008205
ID_0565062540207457,390,0.08565818431005627
ID_4326514220673393,390,0.08565818431005627
ID_0588546982625730,387,0.08499927519997892
ID_6410871756552953,387,0.08499927519997892
ID_4041211770858318,386,0.08477963882995312
ID_5175443246146343,385,0.08456000245992734
ID_3059520185406581,385,0.08456000245992734
ID_2160668047976488,384,0.08434036608990156
ID_3355141192938134,384,0.08434036608990156
ID_6170215694392885,383,0.08412072971987578
ID_0517841867884236,382,0.08390109334984999
ID_8351785832221386,381,0.08368145697982421
ID_6731029375224939,381,0.08368145697982421
ID_2934031372127516,380,0.08346182060979841
ID_7035545485084138,378,0.08302254786974685
ID_4940933921005830,377,0.08280291149972106
ID_2069437408328707,377,0.08280291149972106
ID_8948444880792780,377,0.08280291149972106
ID_7396818382676736,376,0.08258327512969528
ID_4916914753471904,376,0.08258327512969528
ID_3340828165410597,376,0.08258327512969528
ID_7921787048065279,376,0.08258327512969528
ID_7523068114278574,375,0.0823636387596695
ID_2509301929350826,375,0.0823636387596695
ID_5527724436785061,374,0.0821440023896437
ID_5168806776816009,373,0.08192436601961792
ID_3664073315037262,373,0.08192436601961792
ID_0756134184225958,373,0.08192436601961792
ID_9032973705204320,372,0.08170472964959213
ID_6019754377229990,372,0.08170472964959213
ID_0599337060580753,370,0.08126545690954057
ID_7818012155694188,369,0.08104582053951478
ID_6188875235262429,369,0.08104582053951478
ID_2883241764449950,368,0.08082618416948899
ID_5379986303796142,368,0.08082618416948899
ID_2961250776014138,368,0.08082618416948899
ID_4897726772361601,368,0.08082618416948899
ID_2370717228259133,365,0.08016727505941164
ID_1635197498453054,365,0.08016727505941164
ID_9364148865735922,365,0.08016727505941164
ID_1254836315844697,364,0.07994763868938586
ID_2689400605282903,364,0.07994763868938586
ID_2375722997534058,363,0.07972800231936007
ID_5969636750048659,363,0.07972800231936007
ID_9002682113889454,363,0.07972800231936007
ID_2444779633081185,362,0.07950836594933428
ID_8463458737785676,361,0.07928872957930849
ID_7873530684119035,359,0.07884945683925693
ID_1364246301366731,359,0.07884945683925693
ID_7456235597127456,359,0.07884945683925693
ID_5390871764659439,359,0.07884945683925693
ID_0654596992211296,358,0.07862982046923114
ID_5373038582397407,358,0.07862982046923114
ID_3445472713137548,356,0.07819054772917958
ID_0161925591909696,356,0.07819054772917958
ID_4936589226816960,356,0.07819054772917958
ID_5240388600131197,352,0.07731200224907643
ID_5183458350445779,352,0.07731200224907643
ID_1248448556190472,352,0.07731200224907643
ID_3256932358053453,352,0.07731200224907643
ID_6806598641626508,352,0.07731200224907643
ID_7420544439193388,351,0.07709236587905065
ID_5187181156228197,351,0.07709236587905065
ID_2562159376424787,350,0.07687272950902486
ID_7082447037374118,350,0.07687272950902486
ID_6460447408144781,350,0.07687272950902486
ID_4804205224697296,348,0.07643345676897328
ID_1187896035778213,348,0.07643345676897328
ID_8901320181295016,346,0.07599418402892172
ID_7312223977002681,346,0.07599418402892172
ID_5265254209364825,346,0.07599418402892172
ID_7363908432737523,346,0.07599418402892172
ID_8903183021436431,344,0.07555491128887015
ID_7966465975599953,343,0.07533527491884436
ID_6266684004174408,343,0.07533527491884436
ID_9479420856670926,341,0.07489600217879279
ID_3165995344927892,340,0.074676365808767
ID_8318944131166018,340,0.074676365808767
ID_6161888127051479,340,0.074676365808767
ID_2555147881487724,339,0.07445672943874122
ID_1779931169656381,335,0.07357818395863808
ID_3394181280355442,334,0.0733585475886123
ID_3837157956819433,333,0.07313891121858651
ID_1717412318563908,333,0.07313891121858651
ID_8835491732653277,333,0.07313891121858651
ID_2280062846829854,332,0.07291927484856073
ID_2034064321016097,331,0.07269963847853493
ID_3314639624288740,331,0.07269963847853493
ID_1041565102315246,330,0.07248000210850915
ID_2647529909397336,329,0.07226036573848336
ID_0321740024191482,329,0.07226036573848336
ID_5873636553295704,329,0.07226036573848336
ID_3668865753002430,328,0.07204072936845758
ID_4357242053529029,327,0.0718210929984318
ID_2129963760543898,325,0.07138182025838023
ID_2938011667744143,324,0.07116218388835444
ID_7938521661726069,323,0.07094254751832865
ID_0398100561592326,323,0.07094254751832865
ID_3457219624656691,322,0.07072291114830287
ID_2137955582623291,322,0.07072291114830287
ID_5633763429024541,322,0.07072291114830287
ID_8059432725797514,321,0.07050327477827709
ID_7529510499149375,320,0.0702836384082513
ID_2044247985726091,320,0.0702836384082513
ID_6455990478032543,319,0.07006400203822552
ID_8243102075060800,319,0.07006400203822552
ID_8860487726074063,318,0.06984436566819972
ID_7483948147827075,318,0.06984436566819972
ID_3274735424220270,317,0.06962472929817394
ID_6812635845529585,317,0.06962472929817394
ID_4787380927153288,317,0.06962472929817394
ID_8280035478871760,316,0.06940509292814816
ID_3205712027513800,316,0.06940509292814816
ID_1870389730408675,315,0.06918545655812237
ID_9217526978424330,314,0.06896582018809659
ID_3964840204818021,314,0.06896582018809659
ID_1510655084439926,314,0.06896582018809659
ID_5493283201428571,313,0.06874618381807081
ID_4139866243228811,312,0.06852654744804501
ID_6377288674588197,312,0.06852654744804501
ID_6985916875607463,312,0.06852654744804501
ID_5814379117254232,312,0.06852654744804501
ID_5832558504922244,311,0.06830691107801923
ID_4999509031047259,311,0.06830691107801923
ID_2791913950833163,311,0.06830691107801923
ID_2725348719800518,309,0.06786763833796766
ID_0676101131499422,307,0.0674283655979161
ID_7969404470516307,306,0.0672087292278903
ID_2323085679807602,306,0.0672087292278903
ID_0564459901385144,305,0.06698909285786452
ID_9707648221123932,303,0.06654982011781295
ID_8492376468047417,303,0.06654982011781295
ID_3641356939660511,302,0.06633018374778717
ID_6532338737692493,302,0.06633018374778717
ID_8306415631811067,302,0.06633018374778717
ID_4090655224279803,301,0.06611054737776138
ID_4961539278604455,300,0.06589091100773559
ID_0353944603330456,299,0.0656712746377098
ID_6372649810646310,298,0.06545163826768402
ID_8293766070107110,295,0.06479272915760667
ID_4043924606392112,294,0.06457309278758089
ID_4150524692179865,294,0.06457309278758089
ID_0373061112091020,293,0.06435345641755509
ID_2935371042756080,293,0.06435345641755509
ID_6972046707805449,293,0.06435345641755509
ID_2209576799096027,292,0.06413382004752931
ID_7426592963217111,292,0.06413382004752931
ID_6996216192141104,292,0.06413382004752931
ID_8056741558903379,292,0.06413382004752931
ID_4589542599288419,291,0.06391418367750352
ID_5305326747268396,291,0.06391418367750352
ID_7937368027614414,291,0.06391418367750352
ID_1128395832959780,291,0.06391418367750352
ID_4755946475264985,290,0.06369454730747774
ID_0612547523125517,290,0.06369454730747774
ID_4336175279058172,290,0.06369454730747774
ID_3091742095568302,290,0.06369454730747774
ID_8391627429679768,290,0.06369454730747774
ID_6413207883357197,290,0.06369454730747774
ID_7645565922415708,289,0.06347491093745196
ID_8496716957724133,289,0.06347491093745196
ID_3402075097829969,288,0.06325527456742618
ID_7997248190492823,288,0.06325527456742618
ID_0524125552949586,287,0.06303563819740038
ID_8752453650114092,287,0.06303563819740038
ID_4933620329566048,287,0.06303563819740038
ID_1976344298387988,286,0.0628160018273746
ID_1325667605623244,286,0.0628160018273746
ID_1530363715825171,285,0.06259636545734881
ID_7275057980870698,284,0.06237672908732303
ID_1361522424662664,284,0.06237672908732303
ID_0492925975883915,284,0.06237672908732303
ID_3033400086575581,284,0.06237672908732303
ID_7248774319455970,283,0.06215709271729724
ID_7729955482153416,283,0.06215709271729724
ID_1051299337471169,282,0.061937456347271456
ID_3784957422020764,281,0.06171781997724567
ID_7216344229807186,281,0.06171781997724567
ID_7359896733836304,281,0.06171781997724567
ID_3603011798628583,281,0.06171781997724567
ID_6899498686139516,280,0.06149818360721988
ID_7259294879683133,280,0.06149818360721988
ID_2538869394815421,279,0.0612785472371941
ID_7320090199496500,279,0.0612785472371941
ID_0484982277336205,277,0.060839274497142534
ID_5898801580033554,277,0.060839274497142534
ID_8647270006257055,277,0.060839274497142534
ID_5370050614825156,276,0.060619638127116744
ID_0578253829444920,275,0.06040000175709096
ID_3306508070151070,273,0.05996072901703939
ID_2833240474723324,272,0.059741092647013605
ID_6249814039461102,272,0.059741092647013605
ID_6786625245467484,272,0.059741092647013605
ID_7454736736043931,272,0.059741092647013605
ID_3477269475651042,271,0.05952145627698782
ID_3222014752923501,271,0.05952145627698782
ID_0852938701434556,270,0.05930181990696203
ID_7690248628577122,269,0.05908218353693625
ID_6310868104861653,269,0.05908218353693625
ID_5377746284077362,269,0.05908218353693625
ID_4609096963207702,269,0.05908218353693625
ID_1324552190537148,268,0.058862547166910466
ID_4149038575526706,268,0.058862547166910466
ID_8031266925341697,267,0.058642910796884676
ID_3790201696145434,265,0.05820363805683311
ID_4962820320879891,265,0.05820363805683311
ID_1612969183171944,265,0.05820363805683311
ID_5373491670322208,264,0.05798400168680732
ID_4109929118508186,264,0.05798400168680732
ID_9089204821424223,264,0.05798400168680732
ID_2644217574349073,264,0.05798400168680732
ID_0934428004504955,263,0.05776436531678154
ID_8302650734477213,262,0.057544728946755754
ID_1428637808064409,262,0.057544728946755754
ID_0308213196926774,261,0.057325092576729964
ID_9529870514669368,261,0.057325092576729964
ID_8479803539567479,261,0.057325092576729964
ID_4394162331037750,260,0.05710545620670418
ID_6231675319360093,260,0.05710545620670418
ID_6535298436643783,260,0.05710545620670418
ID_6450292906586525,259,0.0568858198366784
ID_5945879465310813,259,0.0568858198366784
ID_4407403389440011,258,0.05666618346665261
ID_5436929276473133,258,0.05666618346665261
ID_0639583185408398,256,0.05622691072660104
ID_6200337581440834,256,0.05622691072660104
ID_1569228929685657,255,0.05600727435657525
ID_2248201275641475,255,0.05600727435657525
ID_7645303175022454,254,0.05578763798654947
ID_4768528057390837,254,0.05578763798654947
ID_8555278845050226,254,0.05578763798654947
ID_4643608666899616,254,0.05578763798654947
ID_5733639342016958,254,0.05578763798654947
ID_1177858154250011,253,0.055568001616523685
ID_2876196606157039,253,0.055568001616523685
ID_5112000100248158,253,0.055568001616523685
ID_2918420759847932,252,0.055348365246497895
ID_0189095897739979,252,0.055348365246497895
ID_8721994758453503,252,0.055348365246497895
ID_5667657258894864,252,0.055348365246497895
ID_9395715443254344,251,0.05512872887647211
ID_5076790300436750,251,0.05512872887647211
ID_9518540102256518,250,0.05490909250644633
ID_3347815035685882,250,0.05490909250644633
ID_3429432950576137,250,0.05490909250644633
ID_1183078302328411,250,0.05490909250644633
ID_5472512244993546,249,0.05468945613642054
ID_6900410067408108,248,0.054469819766394756
ID_1455327138239823,248,0.054469819766394756
ID_0089739298242263,248,0.054469819766394756
ID_1668340601837069,248,0.054469819766394756
ID_5379515759830546,248,0.054469819766394756
ID_6601047915062407,248,0.054469819766394756
ID_6233887751567079,248,0.054469819766394756
ID_2815105916715425,247,0.05425018339636897
ID_7728389320504879,246,0.05403054702634318
ID_9093965063812492,245,0.0538109106563174
ID_0198281726965444,243,0.053371637916265834
ID_4679830870331445,242,0.053152001546240044
ID_7430030311775522,242,0.053152001546240044
ID_2691497637313274,242,0.053152001546240044
ID_0649912135067700,241,0.05293236517621426
ID_7943088143954973,241,0.05293236517621426
ID_0486569206159968,241,0.05293236517621426
ID_8602960801642916,241,0.05293236517621426
ID_0848413770343284,241,0.05293236517621426
ID_5957855817378897,241,0.05293236517621426
ID_7285303481051362,240,0.05271272880618848
ID_5527372479338852,240,0.05271272880618848
ID_3900177177421722,240,0.05271272880618848
ID_0412902005436369,240,0.05271272880618848
ID_4415912100389601,240,0.05271272880618848
ID_1734032782594771,239,0.05249309243616269
ID_1680065573338339,239,0.05249309243616269
ID_5170293352882261,239,0.05249309243616269
ID_9404945858555096,238,0.052273456066136904
ID_6327043382765149,238,0.052273456066136904
ID_2888737036015916,236,0.05183418332608533
ID_1759328747578795,236,0.05183418332608533
ID_9065501029560884,235,0.05161454695605955
ID_1278004515460973,235,0.05161454695605955
ID_4470985193764980,235,0.05161454695605955
ID_4675204840701752,235,0.05161454695605955
ID_7199755730477708,234,0.051394910586033765
ID_8938461112152405,234,0.051394910586033765
ID_4300201078050323,234,0.051394910586033765
ID_8457699943400994,233,0.051175274216007975
ID_0654750186618555,233,0.051175274216007975
ID_4501155453484456,233,0.051175274216007975
ID_4719266902582313,233,0.051175274216007975
ID_0961955935523938,232,0.05095563784598219
ID_1994317879078816,232,0.05095563784598219
