Autor;Rank;Tag_Predita;Melhor_Match_Gabarito;Similaridade;Peso;Match_Status;Modelo
ID_0228970585981305;18;;;;;;Qwen3.5-4B-QLoRA
ID_0228970585981305;19;;;;;;Qwen3.5-4B-QLoRA
ID_0228970585981305;20;;;;;;Qwen3.5-4B-QLoRA
ID_0229339143607870;1;adenosine kinase;secreted proteins (rej);0.405;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0229339143607870;2;adenosine kinase from schistosoma;schistosoma (rej);0.643;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0229339143607870;3;adenosine kinase gene;micro-exon genes (rej);0.501;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0229339143607870;4;adenosine kinase genes;micro-exon genes (rej);0.521;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0229339143607870;5;adenosine kinase from schistosoma mansoni;schistosoma mansoni tnf-alpha (rej);0.701;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0229339143607870;6;adenosine kinase from schistosoma mansoni : structural basis;schistosoma mansoni tnf-alpha (rej);0.691;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0229339143607870;7;adenosine kinase in schistosoma;schistosoma (rej);0.606;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0229339143607870;8;adenosine kinase in schistosoma mansoni;schistosoma mansoni tnf-alpha (rej);0.712;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0229339143607870;9;adenosine kinase from schistosoma mansoni :;schistosoma mansoni tnf-alpha (rej);0.697;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0229339143607870;10;adenosine kinase of schistosoma;schistosoma (rej);0.665;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0229339143607870;11;adenosine kinase of schistosoma mansoni;schistosoma mansoni tnf-alpha (rej);0.741;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0229339143607870;12;;;;;;Qwen3.5-4B-QLoRA
ID_0229339143607870;13;;;;;;Qwen3.5-4B-QLoRA
ID_0229339143607870;14;;;;;;Qwen3.5-4B-QLoRA
ID_0229339143607870;15;;;;;;Qwen3.5-4B-QLoRA
ID_0229339143607870;16;;;;;;Qwen3.5-4B-QLoRA
ID_0229339143607870;17;;;;;;Qwen3.5-4B-QLoRA
ID_0229339143607870;18;;;;;;Qwen3.5-4B-QLoRA
ID_0229339143607870;19;;;;;;Qwen3.5-4B-QLoRA
ID_0229339143607870;20;;;;;;Qwen3.5-4B-QLoRA
ID_0277415539607307;1;biological nitrogen fixation;biological nitrogen fixation;1.000;3;match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;2;biological nitrogen fixation (bnf);biological nitrogen fixation (rej);0.926;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;3;fixação biológica;biological n2 fixation;0.761;3;match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;4;nitrogen balance;nitrogen nutrition;0.789;2;match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;5;nitrogen fertilization;fertilization;0.889;2;match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;6;nitrogen fixation;nitrogen fixation;1.000;3;match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;7;nitrogen-fixing legume tree;legume (rej);0.658;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;8;nitrogen-fixing legume tree species;legume (rej);0.645;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;9;plant growth;herbaspirillum spp. (rej);0.635;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;10;plant growth and yield;sugarcane yield (rej);0.597;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;11;sugar cane;sugar cane;1.000;3;match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;12;sugarcane;sugarcane;1.000;3;match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;13;sugarcane varieties;sugarcane yield;0.847;2;match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;14;biological nitrogen;conteúdo de nitrogênio;0.885;1;match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;15;cane;sugar cane (rej);0.639;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;16;cane yields;sugarcane yield (rej);0.745;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;17;cane varieties;sugar cane (rej);0.767;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;18;determination of nitrate;conteúdo de nitrogênio (rej);0.771;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;19;elephant grass;pasture (rej);0.457;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0277415539607307;20;flow injection;no-tillage (rej);0.256;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;1;carbon nanotube;titanate nanotubes;0.809;3;match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;2;carbon nanotubes;carbon nanotubes;1.000;3;match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;3;carbon nanotubes enhanced;carbon nanotubes (rej);0.948;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;4;carbon nanotubes toxicity;carbon nanotubes (rej);0.843;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;5;carbon-based nanomaterials;carbon nanotubes (rej);0.864;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;6;carbon-based nanomaterials toxicity;carbon nanotubes (rej);0.728;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;7;ecotoxicity;metalorganic decomposition (rej);0.358;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;8;environmental risks;graphene oxide (rej);0.292;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;9;freshwater fish nile;hydrothermal treatment (rej);0.231;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;10;graphene;graphene oxide (rej);0.901;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;11;graphene oxide;graphene oxide;1.000;3;match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;12;nanotoxicity;silver nanoparticles (rej);0.631;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;13;nitric acid oxidation;metalorganic decomposition (rej);0.441;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;14;nitric acid treated multiwalled;layered double hydroxides (rej);0.466;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;15;nitric acid-treated multiwalled;layered double hydroxides (rej);0.462;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;16;oxidation debris;metalorganic decomposition (rej);0.670;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;17;oxidized multi-walled carbon;hno3-treated multiwalled carbon;0.752;3;match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;18;pesticide ecotoxicity;metalorganic decomposition (rej);0.286;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;19;pesticides;química de materiais (rej);0.346;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0291695624884565;20;porous materials;porous materials;1.000;3;match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;1;cerrado;localizada em ecótono (rej);0.475;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;2;cerrado sensu stricto;localizada em ecótono (rej);0.603;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;3;cerrado sensu lato;localizada em ecótono (rej);0.701;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;4;cerrado sensu lato soil;savânico-florestal no sudeste (rej);0.664;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;5;cerrado soil;jardim botânico municipal (rej);0.506;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;6;cerrado soil originated;origin (rej);0.514;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;7;cerrado soils;jardim botânico municipal (rej);0.492;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;8;cerrado sensu;localizada em ecótono (rej);0.644;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;9;cerrado soil originated from;savânico-florestal no sudeste (rej);0.498;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;10;cerrado soils would remain;savânico-florestal no sudeste (rej);0.388;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;11;edaphic finer textures;silt edaphic textures;0.803;1;match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;12;edaphic hydric retention;silt edaphic textures (rej);0.507;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;13;edaphic samples;silt edaphic textures (rej);0.550;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;14;forest;forest;1.000;1;match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;15;forest formations;forested savanna;0.787;1;match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;16;forest species;forest species;1.000;3;match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;17;fire;fire suppression;0.771;3;match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;18;fire absence;fire suppression (rej);0.656;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;19;fire-protected savanna physiognomies;fire suppression (rej);0.651;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0306964533388350;20;facilitating factor;facilitating factor;1.000;2;match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;1;antioxidant;vitro antioxidant;0.973;3;match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;2;antioxidant activity;antioxidant activity;1.000;3;match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;3;antioxidantes naturais;vitro antioxidant (rej);0.936;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;4;diabetes mellitus;diabetes mellitus;1.000;2;match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;5;diabetes mellitus patients;diabetes mellitus (rej);0.907;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;6;diabetes mellitus type;diabetes mellitus (rej);0.948;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;7;free radical scavenging;substâncias reativas (rej);0.317;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;8;glucose tolerance;diabetes mellitus (rej);0.683;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;9;oral zinc;oral zinc;1.000;2;match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;10;oral zinc supplementation;oral zinc supplementation;1.000;2;match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;11;oral zinc tolerance;oral zinc tolerance;1.000;2;match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;12;oxidative stress;oxidative stress;1.000;2;match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;13;oxidative stress induced;oxidative stress (rej);0.969;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;14;oxidative stress-induced;oxidative stress (rej);0.962;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;15;peroxidation lipidica;lipid peroxidation;0.988;3;match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;16;phenol;substâncias reativas (rej);0.685;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;17;protein oxidation;oxidative stress (rej);0.603;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;18;radical scavenging ability;substâncias reativas (rej);0.294;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;19;scavenging ability;supplementation (rej);0.275;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0321740024191482;20;serum iron concentration;zinc supplementation (rej);0.604;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0353944603330456;1;astronomy education;teaching of astronomy;0.941;3;match válido;Qwen3.5-4B-QLoRA
ID_0353944603330456;2;astronomy education materials;teaching of astronomy (rej);0.882;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0353944603330456;3;astronomy education materials development;teaching of astronomy (rej);0.827;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0353944603330456;4;astronomy education through interactive;teaching of astronomy (rej);0.843;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0353944603330456;5;astronomy education through interactive materials;teaching of astronomy (rej);0.831;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0353944603330456;6;astronomy education through interactive materials in the teaching;teaching of astronomy (rej);0.880;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0353944603330456;7;astronomy education through interactive materials in the teaching of astronomy;teaching of astronomy (rej);0.890;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0353944603330456;8;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;9;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;10;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;11;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;12;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;13;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;14;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;15;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;16;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;17;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;18;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;19;;;;;;Qwen3.5-4B-QLoRA
ID_0353944603330456;20;;;;;;Qwen3.5-4B-QLoRA
ID_0422858064703713;1;botanical insecticides;botanical insecticide;0.996;3;match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;2;control;tolerance (rej);0.390;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;3;greenhouse trial;insecticide plant (rej);0.435;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;4;greenhouse trials;insecticide plant (rej);0.490;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;5;greenhouse trials showed;insecticide plant (rej);0.425;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;6;greenhouse trials were;insecticide plant (rej);0.432;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;7;insecticides based;atividade inseticida;0.883;3;match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;8;insecticides on trichoplusia;insecticidal plant;0.795;3;match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;9;insecticidal activity;insecticidal activity;1.000;3;match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;10;leaf extracts;extractos de meliáceas;0.759;3;match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;11;leaf extracts showed;extractos de meliáceas (rej);0.650;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;12;leaf extracts were;extractos de meliáceas (rej);0.756;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;13;liquid–liquid partitioning;aqueous extracts (rej);0.428;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;14;mortality;antixenosis (rej);0.316;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;15;mortality and oviposition;preferência para oviposição (rej);0.598;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;16;mortality and oviposition deterrence;preferência para oviposição (rej);0.641;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;17;mortality of p. citri;trichilia pallida (rej);0.446;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;18;mortality of p. citri females;trichilia pallida (rej);0.415;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;19;mortality of p. citri females (lc50;trichilia pallida (rej);0.387;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0422858064703713;20;mortality of p. citri females (lc50 =;genótipos (rej);0.366;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0433763336350310;1;bone marrow cell;bone marrow cell;1.000;3;match válido;Qwen3.5-4B-QLoRA
ID_0433763336350310;2;bone marrow-derived cell;bone marrow stromal;0.757;3;match válido;Qwen3.5-4B-QLoRA
ID_0433763336350310;3;bone marrow-derived cell therapy;cell therapy;0.795;3;match válido;Qwen3.5-4B-QLoRA
ID_0433763336350310;4;bone marrow-derived mononuclear cell;bone marrow mononuclear;0.946;3;match válido;Qwen3.5-4B-QLoRA
ID_0433763336350310;5;bone marrow-derived mononuclear cells;marrow mononuclear cells;0.956;3;match válido;Qwen3.5-4B-QLoRA
ID_0433763336350310;6;bone marrow-derived mononuclear cell therapy;marrow mononuclear cells (rej);0.866;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0433763336350310;7;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;8;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;9;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;10;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;11;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;12;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;13;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;14;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;15;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;16;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;17;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;18;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;19;;;;;;Qwen3.5-4B-QLoRA
ID_0433763336350310;20;;;;;;Qwen3.5-4B-QLoRA
ID_0521334155968808;1;adverse reactions;reacciones adversas;0.978;3;match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;2;adverse reactions reported;reacciones adversas (rej);0.907;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;3;adverse reactions to amitriptyline;reacciones adversas (rej);0.660;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;4;adverse reactions to amitriptyline reported;studies on medication (rej);0.665;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;5;adverse reactions to amitriptyline reported by outpatients;studies on medication (rej);0.645;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;6;adverse reactions to amitriptyline reported by outpatients versus notification;studies on medication (rej);0.615;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;7;adverse reactions to amitriptyline reported by outpatients versus notification at;studies on medication (rej);0.603;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;8;adverse reactions to amitriptyline reported by outpatients versus notification at the public health;consumo de medicamentos (rej);0.603;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;9;adverse reactions to amitriptyline reported by outpatients versus notification at the public health system;consumo de medicamentos (rej);0.591;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;10;adverse reactions to amitriptyline reported by outpatients versus notification at the public health system in ribeirão;consumo de medicamentos (rej);0.564;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;11;adverse reactions to amitriptyline reported by outpatients versus notification at the public health system in ribeirão preto;consumo de medicamentos (rej);0.578;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;12;adverse reactions to amitriptyline reported by outpatients versus notification at the public health system in ribeirão preto municipality;consumo de medicamentos (rej);0.577;0;sem match válido;Qwen3.5-4B-QLoRA
ID_0521334155968808;13;adverse reactions to amitriptyline reported by outpatients versus notification at the public health system in ribeirão preto municipality health;consumo de medicamentos (rej);0.558;0;sem match válido;Qwen3.5-4B-QLoRA
