Autor;Rank;Tag_Predita;Melhor_Match_Gabarito;Similaridade;Peso;Match_Status;Modelo
ID_0144465590218939;17;insulin secretion stimulation;insulin secretion (rej);0.918;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0144465590218939;18;insulin sensitivity;soleus insulin response;0.774;2;match válido;Qwen3-1.7B-QLoRA
ID_0144465590218939;19;insulin-sensitizing substance;insulin receptor (rej);0.887;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0144465590218939;20;insulin-sensitizing substance (hiiss);insulin receptor (rej);0.830;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0170762259145267;1;cultivares de morangueiro;solo cultivado;0.795;2;match válido;Qwen3-1.7B-QLoRA
ID_0170762259145267;2;cultivares de morangueiro em colheita;pós-colheita da mangueira;0.881;3;match válido;Qwen3-1.7B-QLoRA
ID_0170762259145267;3;cultivares de morangueiro em colheita de produção;agriculture produce;0.841;2;match válido;Qwen3-1.7B-QLoRA
ID_0170762259145267;4;cultivares de morangueiro em colheita de produção de mudas;pós-colheita da mangueira (rej);0.815;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0170762259145267;5;cultivares de morangueiro em colheita de produção de plantas;pós-colheita da mangueira (rej);0.817;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0170762259145267;6;cultivares de morangueiro em colheita de produção de plantas em colheita;pós-colheita da mangueira (rej);0.823;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0170762259145267;7;cultivares de morangueiro em colheita de produção de plantas em colheita de produção;agriculture produce (rej);0.830;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0170762259145267;8;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;9;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;10;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;11;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;12;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;13;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;14;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;15;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;16;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;17;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;18;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;19;;;;;;Qwen3-1.7B-QLoRA
ID_0170762259145267;20;;;;;;Qwen3-1.7B-QLoRA
ID_0174325304693036;1;adenocarcinoma;primary tumor (rej);0.520;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;2;head and neck squamous cell;head and neck squamous cell carcinoma (rej);0.846;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;3;head and neck squamous cell carcinoma;head and neck squamous cell carcinoma;1.000;3;match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;4;immunohistochemistry;immunohistochemistry;1.000;2;match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;5;molecular markers;co-expression of mct1 (rej);0.525;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;6;molecular markers of cancer;prostate cancer screening (rej);0.544;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;7;molecular markers of head;head and neck (rej);0.666;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;8;molecular markers of oral;oral cancer (rej);0.612;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;9;prognostic markers;potential prognostic markers;0.936;3;match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;10;prognostic significance;prognostic factors;0.909;3;match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;11;prognostic significance of tgf-β;potential prognostic markers (rej);0.553;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;12;prognostic significance of tgf-β1;potential prognostic markers (rej);0.491;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;13;prognostic significance of tgf-β3;potential prognostic markers (rej);0.492;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;14;prognostic significance of tgf-β3 expression;potential prognostic markers (rej);0.432;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;15;prognostic significance of tumor;primary tumor (rej);0.723;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;16;squamous cell carcinoma;squamous cell carcinoma;1.000;2;match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;17;squamous cell carcinomas;squamous cell carcinoma (rej);0.995;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;18;squamous cell carcinomas of head;câncer de cabeça;0.836;2;match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;19;squamous cell carcinomas of oral;oral squamous cell;0.844;2;match válido;Qwen3-1.7B-QLoRA
ID_0174325304693036;20;squamous cell carcinomas of oral cavity;oral cancer;0.801;3;match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;1;benzoic anhydride;β-cyclodextrin (rej);0.597;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;2;benzoic anhydride hydrolysis;hydrolysis (rej);0.700;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;3;benzoic anhydride hydrolysis reaction;hydrolysis (rej);0.680;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;4;benzoic anhydrides;β-cyclodextrin (rej);0.607;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;5;benzoic anhydrides hydrolysis;hydrolysis (rej);0.671;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;6;benzoic anhydrides hydrolysis reaction;hydrolysis (rej);0.662;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;7;benzoic anhydrides: ester hydrolysis;hydrolysis (rej);0.598;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;8;benzoic anhydrides: hydrolysis;hydrolysis (rej);0.650;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;9;benzoic anhydrides: hydrolysis reactions;hydrolysis (rej);0.620;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;10;benzoic ester;solvent effect (rej);0.607;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;11;benzoic ester hydrolysis;hydrolysis (rej);0.698;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;12;benzoic ester hydrolysis reaction;hydrolysis (rej);0.682;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;13;benzoic ester hydrolysis reactions;hydrolysis (rej);0.669;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;14;benzoic ester: ester hydrolysis;solvent effect (rej);0.611;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;15;benzoic ester: hydrolysis;hydrolysis (rej);0.671;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;16;benzoic ester: hydrolysis reaction;hydrolysis (rej);0.651;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;17;benzoic esters;solvent effect (rej);0.592;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;18;benzoic esters: ester hydrolysis;hydrolysis (rej);0.633;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;19;benzoic esters: hydrolysis;hydrolysis (rej);0.679;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0228970585981305;20;benzoic esters: hydrolysis reaction;hydrolysis (rej);0.664;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0229339143607870;1;blood flukes;tegument (rej);0.315;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0229339143607870;2;blood flukes schistosoma;human parasite schistosoma;0.770;3;match válido;Qwen3-1.7B-QLoRA
ID_0229339143607870;3;blood flukes schistosoma mansoni;schistosoma mansoni;0.859;3;match válido;Qwen3-1.7B-QLoRA
ID_0229339143607870;4;blood flukes schistosoma mansoni genome;schistosoma mansoni tnf-alpha;0.833;2;match válido;Qwen3-1.7B-QLoRA
ID_0229339143607870;5;blood flukes schistosoma mansoni genome project;schistosoma mansoni tnf-alpha (rej);0.811;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0229339143607870;6;blood flukes schistosoma mansoni proteomics;schistosome proteomic research (rej);0.802;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0229339143607870;7;blood flukes schistosoma mansoni proteomes;schistosome proteomic research (rej);0.802;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0229339143607870;8;blood flukes schistosoma proteomics;schistosome proteomic research;0.857;3;match válido;Qwen3-1.7B-QLoRA
ID_0229339143607870;9;blood flukes schistosoma proteomes;schistosome proteomic research (rej);0.857;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0229339143607870;10;blood flukes schistosoma species;schistosoma;0.826;3;match válido;Qwen3-1.7B-QLoRA
ID_0229339143607870;11;;;;;;Qwen3-1.7B-QLoRA
ID_0229339143607870;12;;;;;;Qwen3-1.7B-QLoRA
ID_0229339143607870;13;;;;;;Qwen3-1.7B-QLoRA
ID_0229339143607870;14;;;;;;Qwen3-1.7B-QLoRA
ID_0229339143607870;15;;;;;;Qwen3-1.7B-QLoRA
ID_0229339143607870;16;;;;;;Qwen3-1.7B-QLoRA
ID_0229339143607870;17;;;;;;Qwen3-1.7B-QLoRA
ID_0229339143607870;18;;;;;;Qwen3-1.7B-QLoRA
ID_0229339143607870;19;;;;;;Qwen3-1.7B-QLoRA
ID_0229339143607870;20;;;;;;Qwen3-1.7B-QLoRA
ID_0277415539607307;1;biological nitrogen fixation;biological nitrogen fixation;1.000;3;match válido;Qwen3-1.7B-QLoRA
ID_0277415539607307;2;biological nitrogen fixation contributions;biological nitrogen fixation (rej);0.968;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0277415539607307;3;biological nitrogen fixation contribution;nitrogen fixation;0.884;3;match válido;Qwen3-1.7B-QLoRA
ID_0277415539607307;4;biological nitrogen fixation efficiency;biological nitrogen fixation (rej);0.898;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0277415539607307;5;biological nitrogen fixation in soybean;biological nitrogen fixation (rej);0.746;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0277415539607307;6;biological nitrogen fixation in soybean crops;biological nitrogen fixation (rej);0.740;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0277415539607307;7;biological nitrogen fixation potential;biological nitrogen fixation (rej);0.948;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0277415539607307;8;biological nitrogen fixation potential contribution;biological nitrogen fixation (rej);0.949;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0277415539607307;9;biological nitrogen fixation potential contributions;conteúdo de nitrogênio;0.784;1;match válido;Qwen3-1.7B-QLoRA
ID_0277415539607307;10;;;;;;Qwen3-1.7B-QLoRA
ID_0277415539607307;11;;;;;;Qwen3-1.7B-QLoRA
ID_0277415539607307;12;;;;;;Qwen3-1.7B-QLoRA
ID_0277415539607307;13;;;;;;Qwen3-1.7B-QLoRA
ID_0277415539607307;14;;;;;;Qwen3-1.7B-QLoRA
ID_0277415539607307;15;;;;;;Qwen3-1.7B-QLoRA
ID_0277415539607307;16;;;;;;Qwen3-1.7B-QLoRA
ID_0277415539607307;17;;;;;;Qwen3-1.7B-QLoRA
ID_0277415539607307;18;;;;;;Qwen3-1.7B-QLoRA
ID_0277415539607307;19;;;;;;Qwen3-1.7B-QLoRA
ID_0277415539607307;20;;;;;;Qwen3-1.7B-QLoRA
ID_0291695624884565;1;carbon nanotubes;carbon nanotubes;1.000;3;match válido;Qwen3-1.7B-QLoRA
ID_0291695624884565;2;carbon nanotubes enhanced;titanate nanotubes;0.802;3;match válido;Qwen3-1.7B-QLoRA
ID_0291695624884565;3;carbon nanotubes enhanced lead;carbon nanotubes (rej);0.796;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0291695624884565;4;carbon nanotubes in environmental;carbon nanotubes (rej);0.950;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0291695624884565;5;carbon nanotubes in treatment;carbon nanotubes (rej);0.913;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0291695624884565;6;carbon nanotubes toxicity;carbon nanotubes (rej);0.843;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0291695624884565;7;carbon nanotubes toxicity on;carbon nanotubes (rej);0.828;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0291695624884565;8;carbon nanotubes toxicity on freshwater;carbon nanotubes (rej);0.722;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0291695624884565;9;carbon nanotubes toxicity on freshwater fish;carbon nanotubes (rej);0.671;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0291695624884565;10;;;;;;Qwen3-1.7B-QLoRA
ID_0291695624884565;11;;;;;;Qwen3-1.7B-QLoRA
ID_0291695624884565;12;;;;;;Qwen3-1.7B-QLoRA
ID_0291695624884565;13;;;;;;Qwen3-1.7B-QLoRA
ID_0291695624884565;14;;;;;;Qwen3-1.7B-QLoRA
ID_0291695624884565;15;;;;;;Qwen3-1.7B-QLoRA
ID_0291695624884565;16;;;;;;Qwen3-1.7B-QLoRA
ID_0291695624884565;17;;;;;;Qwen3-1.7B-QLoRA
ID_0291695624884565;18;;;;;;Qwen3-1.7B-QLoRA
ID_0291695624884565;19;;;;;;Qwen3-1.7B-QLoRA
ID_0291695624884565;20;;;;;;Qwen3-1.7B-QLoRA
ID_0306964533388350;1;biodiversity;regional biodiversity;0.858;3;match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;2;biodiversity conservation;regional biodiversity (rej);0.808;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;3;biodiversity conservation actions;regional biodiversity (rej);0.750;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;4;biodiversity conservation programs;regional biodiversity (rej);0.763;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;5;biodiversity loss;regional biodiversity (rej);0.744;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;6;biodiversity loss rate;regional biodiversity (rej);0.709;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;7;biodiversity projects;regional biodiversity (rej);0.793;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;8;biodiversity studies;regional biodiversity (rej);0.843;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;9;biodiversity studies program;regional biodiversity (rej);0.797;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;10;biodiversity studies programs;regional biodiversity (rej);0.785;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;11;biodiversity studies programs in brazil;regional biodiversity (rej);0.721;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;12;biodiversity studies programs in brazilian;regional biodiversity (rej);0.715;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;13;biodiversity studies programs in brazilian states;regional biodiversity (rej);0.743;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;14;biodiversity studies programs in brazilian states and cities;regional biodiversity (rej);0.740;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;15;biodiversity studies programs in brazilian states and cities: conservation;regional biodiversity (rej);0.729;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;16;biodiversity studies programs in brazilian states and cities: conservation actions;regional biodiversity (rej);0.718;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;17;biodiversity studies programs in brazilian states and cities: conservation programs;regional biodiversity (rej);0.724;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;18;biodiversity studies programs in brazilian states and cities: conservation programs and actions;regional biodiversity (rej);0.717;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;19;biodiversity studies programs in brazilian states and cities: conservation projects;regional biodiversity (rej);0.724;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0306964533388350;20;biodiversity studies programs in brazilian states and cities: conservation projects and programs;regional biodiversity (rej);0.720;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0321740024191482;1;antioxidant activity;antioxidant activity;1.000;3;match válido;Qwen3-1.7B-QLoRA
ID_0321740024191482;2;antioxidant activity assay;vitro antioxidant;0.914;3;match válido;Qwen3-1.7B-QLoRA
ID_0321740024191482;3;antioxidant activity, free radical;antioxidant activity (rej);0.904;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0321740024191482;4;antioxidant capacity;antioxidant activity (rej);0.910;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0321740024191482;5;antioxidant activity of extracts;antioxidant activity (rej);0.897;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0321740024191482;6;antioxidant activity of lycium barbarum;antioxidant activity (rej);0.663;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0321740024191482;7;antioxidant capacity and activity;antioxidant activity (rej);0.938;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0321740024191482;8;antioxidant capacity assay;antioxidant activity (rej);0.865;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0321740024191482;9;;;;;;Qwen3-1.7B-QLoRA
ID_0321740024191482;10;;;;;;Qwen3-1.7B-QLoRA
ID_0321740024191482;11;;;;;;Qwen3-1.7B-QLoRA
ID_0321740024191482;12;;;;;;Qwen3-1.7B-QLoRA
ID_0321740024191482;13;;;;;;Qwen3-1.7B-QLoRA
ID_0321740024191482;14;;;;;;Qwen3-1.7B-QLoRA
ID_0321740024191482;15;;;;;;Qwen3-1.7B-QLoRA
ID_0321740024191482;16;;;;;;Qwen3-1.7B-QLoRA
ID_0321740024191482;17;;;;;;Qwen3-1.7B-QLoRA
ID_0321740024191482;18;;;;;;Qwen3-1.7B-QLoRA
ID_0321740024191482;19;;;;;;Qwen3-1.7B-QLoRA
ID_0321740024191482;20;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;1;astronomy education;teaching of astronomy;0.941;3;match válido;Qwen3-1.7B-QLoRA
ID_0353944603330456;2;astronomy education research;teaching of astronomy (rej);0.911;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0353944603330456;3;astronomy education research projects;teaching of astronomy (rej);0.878;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0353944603330456;4;astronomy education research projects in brazil;teaching of astronomy (rej);0.767;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0353944603330456;5;astronomy education research projects in brazilian;teaching of astronomy (rej);0.778;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0353944603330456;6;astronomy education research projects in brazilian states;teaching of astronomy (rej);0.745;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0353944603330456;7;astronomy education research projects in brazilian states and cities;teaching of astronomy (rej);0.703;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0353944603330456;8;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;9;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;10;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;11;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;12;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;13;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;14;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;15;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;16;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;17;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;18;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;19;;;;;;Qwen3-1.7B-QLoRA
ID_0353944603330456;20;;;;;;Qwen3-1.7B-QLoRA
ID_0422858064703713;1;bioinsecticide;bioatividade de extratos (rej);0.619;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;2;citrus red mite;insecticidal plant (rej);0.651;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;3;citrus sinensis;extractos de meliáceas (rej);0.691;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;4;drought tolerance;tolerance (rej);0.557;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;5;extracts and fractions;aqueous extracts (rej);0.499;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;6;formulation;extrato aquoso (rej);0.515;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;7;grain-protectant compounds;botanical insecticide (rej);0.471;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;8;green peach aphid;insecticidal plant (rej);0.587;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;9;insecticidal activity;insecticidal activity;1.000;3;match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;10;insecticidal activity against;atividade inseticida;0.928;3;match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;11;mortality;antixenosis (rej);0.316;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;12;natural compounds;botanical insecticide (rej);0.544;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;13;natural products;extractos de meliáceas (rej);0.654;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;14;neem;spodoptera (rej);0.578;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;15;neem derivatives;extractos de meliáceas (rej);0.521;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;16;neem oil;extractos de meliáceas (rej);0.594;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;17;organic neem;pós vegetais (rej);0.674;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;18;organophosphorus insecticides;botanical insecticide;0.819;3;match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;19;organophosphorus insecticides (opis),;botanical insecticide (rej);0.797;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0422858064703713;20;organic plant extracts;extractos de meliáceas;0.791;3;match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;1;bone marrow stromal cells;marrow stromal cells;0.972;3;match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;2;bone marrow stem cells;bone marrow cell;0.938;3;match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;3;cardiac fibrosis;cardiomyopathy (rej);0.692;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;4;cardiac fibrosis in rats;cardiac function (rej);0.633;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;5;cardiomyocyte regeneration;cardiomyopathy (rej);0.737;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;6;chronic liver disease;severe chronic liver;0.958;3;match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;7;chronic liver injury;severe chronic liver (rej);0.927;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;8;chronic liver injury model;severe chronic liver (rej);0.827;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;9;chronic liver diseases;liver;0.804;3;match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;10;chronic liver diseases model;severe chronic liver (rej);0.875;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;11;chronic liver disease model;severe chronic liver (rej);0.871;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;12;chronic liver injury models;severe chronic liver (rej);0.809;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0433763336350310;13;;;;;;Qwen3-1.7B-QLoRA
ID_0433763336350310;14;;;;;;Qwen3-1.7B-QLoRA
ID_0433763336350310;15;;;;;;Qwen3-1.7B-QLoRA
ID_0433763336350310;16;;;;;;Qwen3-1.7B-QLoRA
ID_0433763336350310;17;;;;;;Qwen3-1.7B-QLoRA
ID_0433763336350310;18;;;;;;Qwen3-1.7B-QLoRA
ID_0433763336350310;19;;;;;;Qwen3-1.7B-QLoRA
ID_0433763336350310;20;;;;;;Qwen3-1.7B-QLoRA
ID_0521334155968808;1;adverse drug reactions;reacciones adversas;0.842;3;match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;2;ambulatorial prescription;recetas médicas ambulatorias;0.915;2;match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;3;ambulatory settings;recetas médicas ambulatorias (rej);0.615;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;4;ambulatory services;recetas médicas ambulatorias (rej);0.680;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;5;ambulatory treatment;recetas médicas ambulatorias (rej);0.726;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;6;ambulatory visits;ordens médicas (rej);0.669;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;7;antidepressant;studies on medication (rej);0.682;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;8;antidepressants;studies on medication (rej);0.694;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;9;antidepressant treatment;studies on medication (rej);0.652;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;10;antidepressant therapy;studies on medication (rej);0.635;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;11;antidepressants use;studies on medication (rej);0.694;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;12;antidepressant use;studies on medication (rej);0.691;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;13;ambulatory health services;recetas médicas ambulatorias (rej);0.674;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;14;antidepressant drug use;drug utilization (rej);0.723;0;sem match válido;Qwen3-1.7B-QLoRA
ID_0521334155968808;15;antidepressants and adverse;studies on medication (rej);0.721;0;sem match válido;Qwen3-1.7B-QLoRA
