Autor;Rank;Tag_Predita;Melhor_Match_Gabarito;Similaridade;Peso;Match_Status;Modelo
ID_6284168579617066;14;perovskite;zinc sulfide (rej);0.371;0;sem match válido;Qwen3.5-4B
ID_6284168579617066;15;microwave-assisted;electronic structures (rej);0.418;0;sem match válido;Qwen3.5-4B
ID_6284168579617066;16;hydrothermal;surface (rej);0.373;0;sem match válido;Qwen3.5-4B
ID_6284168579617066;17;solvothermal;zinc sulfide (rej);0.438;0;sem match válido;Qwen3.5-4B
ID_6284168579617066;18;order-disorder;structural order–disorder;0.853;2;match válido;Qwen3.5-4B
ID_6284168579617066;19;doping;dft (rej);0.357;0;sem match válido;Qwen3.5-4B
ID_6284168579617066;20;oxygen-vacancy;oxygen vacancies;0.792;3;match válido;Qwen3.5-4B
ID_9848311210578810;1;tag1;rietveld refinement (rej);0.381;0;sem match válido;Qwen3.5-4B
ID_9848311210578810;2;tag2;rietveld refinement (rej);0.363;0;sem match válido;Qwen3.5-4B
ID_9848311210578810;3;"mantenha o IDIOMA das publicações nas tags — se as publicações estão em português, as tags devem estar em português; se estão em inglês, em inglês.";influence (rej);0.223;0;sem match válido;Qwen3.5-4B
ID_9848311210578810;4;Efeito do Residuo de carbono...;effect (rej);0.515;0;sem match válido;Qwen3.5-4B
ID_9848311210578810;5;Sintese;varistor (rej);0.673;0;sem match válido;Qwen3.5-4B
ID_9848311210578810;6;Engenharia de Materiais;tin oxide (rej);0.561;0;sem match válido;Qwen3.5-4B
ID_9848311210578810;7;mantenha o IDIOMA das publicações nas tags;influence (rej);0.316;0;sem match válido;Qwen3.5-4B
ID_9848311210578810;8;"se as publicações estão em português, as tags devem estar em português; se estão em inglês, em inglês.";influence (rej);0.206;0;sem match válido;Qwen3.5-4B
ID_9848311210578810;9;language of the publication;relation (rej);0.368;0;sem match válido;Qwen3.5-4B
ID_9848311210578810;10;Efeito do Residuo...;effect (rej);0.631;0;sem match válido;Qwen3.5-4B
ID_9848311210578810;11;;;;;;Qwen3.5-4B
ID_9848311210578810;12;;;;;;Qwen3.5-4B
ID_9848311210578810;13;;;;;;Qwen3.5-4B
ID_9848311210578810;14;;;;;;Qwen3.5-4B
ID_9848311210578810;15;;;;;;Qwen3.5-4B
ID_9848311210578810;16;;;;;;Qwen3.5-4B
ID_9848311210578810;17;;;;;;Qwen3.5-4B
ID_9848311210578810;18;;;;;;Qwen3.5-4B
ID_9848311210578810;19;;;;;;Qwen3.5-4B
ID_9848311210578810;20;;;;;;Qwen3.5-4B
ID_0144465590218939;1;assistant;pparα (rej);0.409;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;2;"The output must be a JSON object with a ""tags"" array.";akt (rej);0.095;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;3;though some are in English).;pparα (rej);0.340;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;4;Tags should be short (1-3 words);pparα (rej);0.240;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;5;specific;pparα (rej);0.487;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;6;and descriptive.;pparα (rej);0.404;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;7;**Analysis of Publications:**;pparα (rej);0.374;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;8;Insulin Sensitivity;insulin secretion;0.799;3;match válido;Qwen3.5-4B
ID_0144465590218939;9;PI3K;pparα (rej);0.474;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;10;AKT;pparα;0.838;1;match válido;Qwen3.5-4B
ID_0144465590218939;11;Muscle;obesity (rej);0.364;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;12;Liver;pancreatic islet (rej);0.410;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;13;Rats.;early lactating rats (rej);0.583;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;14;Insulin Receptor;insulin receptor;0.976;3;match válido;Qwen3.5-4B
ID_0144465590218939;15;Hypothalamus;phosphorylation status (rej);0.399;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;16;Tyrosine Phosphorylation;tyrosine phosphorylation;0.959;2;match válido;Qwen3.5-4B
ID_0144465590218939;17;Signaling.;signal transduction pathway (rej);0.585;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;18;Arginase;pparα (rej);0.542;0;sem match válido;Qwen3.5-4B
ID_0144465590218939;19;Oxidative Stress;oxidative stress response;0.897;3;match válido;Qwen3.5-4B
ID_0144465590218939;20;Asthma;renal hypertension (rej);0.316;0;sem match válido;Qwen3.5-4B
ID_0174325304693036;1;tag1;co-expression of mct1 (rej);0.289;0;sem match válido;Qwen3.5-4B
ID_0174325304693036;2;tag2;cabeça e pescoço (rej);0.265;0;sem match válido;Qwen3.5-4B
ID_0174325304693036;3;;;;;;Qwen3.5-4B
ID_0174325304693036;4;;;;;;Qwen3.5-4B
ID_0174325304693036;5;;;;;;Qwen3.5-4B
ID_0174325304693036;6;;;;;;Qwen3.5-4B
ID_0174325304693036;7;;;;;;Qwen3.5-4B
ID_0174325304693036;8;;;;;;Qwen3.5-4B
ID_0174325304693036;9;;;;;;Qwen3.5-4B
ID_0174325304693036;10;;;;;;Qwen3.5-4B
ID_0174325304693036;11;;;;;;Qwen3.5-4B
ID_0174325304693036;12;;;;;;Qwen3.5-4B
ID_0174325304693036;13;;;;;;Qwen3.5-4B
ID_0174325304693036;14;;;;;;Qwen3.5-4B
ID_0174325304693036;15;;;;;;Qwen3.5-4B
ID_0174325304693036;16;;;;;;Qwen3.5-4B
ID_0174325304693036;17;;;;;;Qwen3.5-4B
ID_0174325304693036;18;;;;;;Qwen3.5-4B
ID_0174325304693036;19;;;;;;Qwen3.5-4B
ID_0174325304693036;20;;;;;;Qwen3.5-4B
ID_0229339143607870;1;Schistosoma mansoni;schistosoma mansoni;0.996;3;match válido;Qwen3.5-4B
ID_0229339143607870;2;Schistosoma japonicum;schistosoma japonicum;0.997;2;match válido;Qwen3.5-4B
ID_0229339143607870;3;Trypanosoma cruzi;trypanosoma cruzi;0.994;3;match válido;Qwen3.5-4B
ID_0229339143607870;4;multiple sclerosis;stages of schistosoma (rej);0.468;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;5;natalizumab;rna-seq (rej);0.498;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;6;adverse events;tegument (rej);0.539;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;7;immunoglobulin;characterization and immunolocalization (rej);0.727;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;8;postpartum treatment;tegument (rej);0.167;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;9;antibodies;characterization and immunolocalization (rej);0.720;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;10;monoclonal;repetitive elements (rej);0.417;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;11;ATPDase;apyrase (rej);0.459;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;12;apyrase;apyrase;1.000;3;match válido;Qwen3.5-4B
ID_0229339143607870;13;RACK;tegument (rej);0.460;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;14;PfRACK;apyrase (rej);0.485;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;15;septin;tegument (rej);0.462;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;16;SmSEPT10;tegument (rej);0.414;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;17;SmSEPT5;tegument (rej);0.377;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;18;SmSEPT7;tegument (rej);0.392;0;sem match válido;Qwen3.5-4B
ID_0229339143607870;19;transcriptome;transcriptome;1.000;3;match válido;Qwen3.5-4B
ID_0229339143607870;20;RNA-seq;transcriptome (rej);0.710;0;sem match válido;Qwen3.5-4B
ID_0535860239259102;1;Amazonia;amazonia;0.984;2;match válido;Qwen3.5-4B
ID_0535860239259102;2;floresta tropical;tropical forest;0.994;2;match válido;Qwen3.5-4B
ID_0535860239259102;3;floresta amazônica;amazonian forest;0.954;2;match válido;Qwen3.5-4B
ID_0535860239259102;4;Pantanal;tropical south (rej);0.365;0;sem match válido;Qwen3.5-4B
ID_0535860239259102;5;Camada Limite Superficial;surface layer (rej);0.499;0;sem match válido;Qwen3.5-4B
ID_0535860239259102;6;Micrometeorologia;terrestrial biosphere (rej);0.544;0;sem match válido;Qwen3.5-4B
ID_0535860239259102;7;Fluxos de Carbono;terrestrial carbon exchange;0.827;3;match válido;Qwen3.5-4B
ID_0535860239259102;8;Fluxos de Energia;variations in energy;0.787;1;match válido;Qwen3.5-4B
ID_0535860239259102;9;Fluxos Turbulentos;turbulence;0.856;2;match válido;Qwen3.5-4B
ID_0535860239259102;10;Correlação de Eddy;eddy covariance;0.784;3;match válido;Qwen3.5-4B
ID_0535860239259102;11;Balanco de Radiacao;net radiation (rej);0.615;0;sem match válido;Qwen3.5-4B
ID_0535860239259102;12;Evapotranspiracao;evapotranspiration;0.920;2;match válido;Qwen3.5-4B
ID_0535860239259102;13;Biomassa;energy and carbon (rej);0.683;0;sem match válido;Qwen3.5-4B
ID_0535860239259102;14;Ciclo do Carbono;energy and carbon;0.799;3;match válido;Qwen3.5-4B
ID_0535860239259102;15;Clima;seasonal variations (rej);0.653;0;sem match válido;Qwen3.5-4B
ID_0535860239259102;16;Mudancas Climaticas;terrestrial carbon exchange (rej);0.626;0;sem match válido;Qwen3.5-4B
ID_0535860239259102;17;Secas;tropical south (rej);0.486;0;sem match válido;Qwen3.5-4B
ID_0535860239259102;18;Floresta;forest;0.954;2;match válido;Qwen3.5-4B
ID_0535860239259102;19;Pastagem;scintillometer (rej);0.466;0;sem match válido;Qwen3.5-4B
ID_0535860239259102;20;Albedo;smoke and clouds (rej);0.446;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;1;Multiple sclerosis;inflammation and thrombosis (rej);0.469;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;2;Natalizumab;venom (rej);0.703;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;3;Adverse events;venom (rej);0.404;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;4;Immunoglobulin;inhibits inflammation (rej);0.540;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;5;Postpartum treatment;venom (rej);0.293;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;6;Melanoma;salivary gland (rej);0.475;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;7;Thrombomodulin;thrombin;0.859;3;match válido;Qwen3.5-4B
ID_0848413770343284;8;Cell migration;tissue factor expression (rej);0.373;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;9;Vascular endothelial growth factor;angiogenesis (rej);0.632;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;10;Interleukin-8;b16f10-assembled prothrombinase complex (rej);0.435;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;11;Tissue factor;tissue factor;0.970;3;match válido;Qwen3.5-4B
ID_0848413770343284;12;Phosphatidylserine;phosphatidylserine;0.992;3;match válido;Qwen3.5-4B
ID_0848413770343284;13;Chagas disease;venom (rej);0.381;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;14;Trypanosoma cruzi;bothrops jararaca snakes (rej);0.381;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;15;Platelet-activating factor;prothrombin activation (rej);0.639;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;16;Platelet aggregation;blood coagulation (rej);0.581;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;17;Malaria;parasitized red blood (rej);0.465;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;18;Plasmodium falciparum;phosphatidylserine (rej);0.400;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;19;Mosquito saliva;venom (rej);0.484;0;sem match válido;Qwen3.5-4B
ID_0848413770343284;20;Anticoagulant;venom (rej);0.591;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;1;Esclerose multipla;sun: flares (rej);0.276;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;2;Natalizumab;surface (rej);0.433;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;3;Eventos adversos;sun: flares (rej);0.314;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;4;Imunoglobulinas;surface (rej);0.110;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;5;Tratamento pós-parto;surface (rej);0.118;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;6;Eclampsia;surface (rej);0.191;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;7;Física solar;solar radius;0.831;2;match válido;Qwen3.5-4B
ID_1041565102315246;8;Erupções solares;solar flares;0.855;3;match válido;Qwen3.5-4B
ID_1041565102315246;9;Emissão radio;submillimeter array radio (rej);0.635;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;10;Ondas submilimétricas;submillimeter spectral component (rej);0.747;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;11;Telescópio solar;solar flare (rej);0.758;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;12;Observações solares;sun: solar flares;0.886;3;match válido;Qwen3.5-4B
ID_1041565102315246;13;Flares solares;solar flare;0.962;3;match válido;Qwen3.5-4B
ID_1041565102315246;14;Elétrons não térmicos;radiation mechanisms: non-thermal (rej);0.624;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;15;Giroassincrotron;starspots on corot-2 (rej);0.470;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;16;Campo magnético solar;solar flare (rej);0.716;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;17;Atmosfera solar;solar atmospheric model;0.877;3;match válido;Qwen3.5-4B
ID_1041565102315246;18;Regiões ativas;active region;0.776;2;match válido;Qwen3.5-4B
ID_1041565102315246;19;Ciclo solar;solar flare (rej);0.820;0;sem match válido;Qwen3.5-4B
ID_1041565102315246;20;Raios X;x-ray observations (rej);0.721;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;1;Multiple Sclerosis;necrosis (rej);0.483;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;2;Natalizumab;vitro (rej);0.583;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;3;Adverse Events;toxicity (rej);0.529;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;4;Immunoglobulin;cultured human lymphocytes (rej);0.515;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;5;Cancer Cell Lines;cancer cell lines;0.994;3;match válido;Qwen3.5-4B
ID_1305553577433058;6;Naphthoquinones;phenolic compounds (rej);0.580;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;7;Cytotoxicity;cytotoxic activity;0.946;3;match válido;Qwen3.5-4B
ID_1305553577433058;8;Anticancer;antitumor activity;0.851;3;match válido;Qwen3.5-4B
ID_1305553577433058;9;Polyketides;piplartine (rej);0.553;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;10;Lapachone;lapachol;0.958;3;match válido;Qwen3.5-4B
ID_1305553577433058;11;Beta-lapachone;lapachol (rej);0.729;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;12;Fluorescent Probes;vitro (rej);0.545;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;13;Essential Oils;essential oil;0.967;2;match válido;Qwen3.5-4B
ID_1305553577433058;14;Antitumor;antitumor;0.988;3;match válido;Qwen3.5-4B
ID_1305553577433058;15;Brazilian Plants;brazilian cerrado plant;0.936;3;match válido;Qwen3.5-4B
ID_1305553577433058;16;Propolis;vitro (rej);0.548;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;17;Medicinal Plants;leaves of acnistius (rej);0.630;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;18;Apoptosis;apoptosis;0.990;3;match válido;Qwen3.5-4B
ID_1305553577433058;19;DNA Damage;genotoxicity (rej);0.638;0;sem match válido;Qwen3.5-4B
ID_1305553577433058;20;Marine Fungi;sea urchin embryos (rej);0.511;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;1;Mata Atlantica;atlantic forest (rej);0.697;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;2;conservacao da biodiversidade;tropical biodiversity (rej);0.747;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;3;fragmentacao de habitat;habitat fragmentation;0.940;3;match válido;Qwen3.5-4B
ID_1351748125964309;4;pequenos mamiferos;small mammal species;0.900;2;match válido;Qwen3.5-4B
ID_1351748125964309;5;mamiferos;terrestrial rodents;0.760;2;match válido;Qwen3.5-4B
ID_1351748125964309;6;roedores;terrestrial rodents (rej);0.647;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;7;marsupiais;terrestrial rodents (rej);0.531;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;8;ecologia da paisagem;habitat loss (rej);0.721;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;9;ecologia de comunidades;habitat loss (rej);0.631;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;10;biodiversidade;tropical biodiversity;0.799;2;match válido;Qwen3.5-4B
ID_1351748125964309;11;agrofloresta;wildlife-friendly agriculture (rej);0.518;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;12;cacau;terrestrial rodents (rej);0.411;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;13;estradas;landscape connectivity (rej);0.522;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;14;corredores ecologicos;forest (rej);0.574;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;15;metamamiferos;terrestrial rodents (rej);0.363;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;16;metapopulacoes;terrestrial rodents (rej);0.454;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;17;dinamicas populacionais;fragmentation (rej);0.393;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;18;ecologia comportamental;habitat loss (rej);0.491;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;19;reproducao;terrestrial rodents (rej);0.432;0;sem match válido;Qwen3.5-4B
ID_1351748125964309;20;movimento animal;terrestrial rodents (rej);0.549;0;sem match válido;Qwen3.5-4B
ID_1827829018668226;1;Aspect-Oriented Software Development;aspect-oriented software;0.892;3;match válido;Qwen3.5-4B
ID_1827829018668226;2;Software Architecture;software architecture;0.992;3;match válido;Qwen3.5-4B
ID_1827829018668226;3;Architectural Styles;design (rej);0.678;0;sem match válido;Qwen3.5-4B
ID_1827829018668226;4;ADL;empirical studies (rej);0.314;0;sem match válido;Qwen3.5-4B
ID_1827829018668226;5;AspectualACME;objects and agents (rej);0.553;0;sem match válido;Qwen3.5-4B
ID_1827829018668226;6;Multi-Agent Systems;multi-agent systems;0.973;2;match válido;Qwen3.5-4B
ID_1827829018668226;7;Multi-Agent Architectures;engineering multi-agent systems;0.849;2;match válido;Qwen3.5-4B
ID_1827829018668226;8;Dynamic Reconfiguration;model composition (rej);0.434;0;sem match válido;Qwen3.5-4B
ID_1827829018668226;9;Generic Connector;crosscutting interfaces (rej);0.529;0;sem match válido;Qwen3.5-4B
ID_1827829018668226;10;Crosscutting Interfaces;crosscutting interfaces;0.991;3;match válido;Qwen3.5-4B
ID_1827829018668226;11;ACME;objects and agents (rej);0.328;0;sem match válido;Qwen3.5-4B
ID_1827829018668226;12;Variability Management;requirements management (rej);0.517;0;sem match válido;Qwen3.5-4B
ID_1827829018668226;13;Software Visualization;software design (rej);0.682;0;sem match válido;Qwen3.5-4B
ID_1827829018668226;14;Modularity;modularity assessment;0.874;3;match válido;Qwen3.5-4B
ID_1827829018668226;15;Empirical Studies;empirical studies;0.834;3;match válido;Qwen3.5-4B
ID_1827829018668226;16;Model Composition;model composition;0.986;2;match válido;Qwen3.5-4B
ID_1827829018668226;17;Software Engineering;software engineering;0.997;3;match válido;Qwen3.5-4B
ID_1827829018668226;18;Brazilian Research Community;empirical studies (rej);0.463;0;sem match válido;Qwen3.5-4B
ID_1827829018668226;19;AOSD-BR;software architecture (rej);0.346;0;sem match válido;Qwen3.5-4B
ID_1827829018668226;20;Aspect Patterns;design patterns;0.763;3;match válido;Qwen3.5-4B
ID_1885766127325722;1;tag1;aim (rej);0.330;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;2;tag2;specific combination (rej);0.320;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;3;Fixacao Biologica de Nitrogenio;nitrogenase activity;0.863;1;match válido;Qwen3.5-4B
ID_1885766127325722;4;Avaliacao da eficiencia...;technical approaches (rej);0.470;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;5;Multiple sclerosis...;tissue culture (rej);0.201;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;6;AFLP, Diversidade genetica...;species (rej);0.474;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;7;Ocratoxina...;oriza (rej);0.564;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;8;Culturable bacterial pool...;quantification of aspergillus (rej);0.499;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;9;Producao de beta-(1 3)-glucanase...;protein (rej);0.449;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;10;Fixacao Biologica de Nitrogenio...;nitrogenase activity (rej);0.763;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;11;"IMPORTANTE: mantenha o IDIOMA das publicações nas tags — se as publicações estão em português, as tags devem estar em português; se estão em inglês, em inglês.";amazonense (rej);0.301;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;12;"se as publicações estão em português, as tags devem estar em português; se estão em inglês, em inglês.";amazonense (rej);0.382;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;13;AFLP, Diversidade genetica;species (rej);0.480;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;14;Ocratoxina;oriza (rej);0.570;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;15;Canal-de-acucar;moisture (rej);0.542;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;16;Analise as publicações a seguir;contribution (rej);0.414;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;17;bioremediation, Bioemulsifier;tissue culture (rej);0.557;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;18;fixacao biologica de nitrogenio;inoculated with nitrogen-fixing;0.863;1;match válido;Qwen3.5-4B
ID_1885766127325722;19;se as publicações estão em português...;amazonense (rej);0.498;0;sem match válido;Qwen3.5-4B
ID_1885766127325722;20;;;;;;Qwen3.5-4B
ID_2129963760543898;1;Orchidaceae;família orchidaceae;0.956;3;match válido;Qwen3.5-4B
ID_2129963760543898;2;Cattleya;espinhaço (rej);0.413;0;sem match válido;Qwen3.5-4B
ID_2129963760543898;3;Filogenia Molecular;molecular phylogeny;0.806;3;match válido;Qwen3.5-4B
ID_2129963760543898;4;Taxonomia;taxonomy;0.972;3;match válido;Qwen3.5-4B
ID_2129963760543898;5;Microsatelites;microsatellite markers;0.798;3;match válido;Qwen3.5-4B
ID_2129963760543898;6;Genetica da Conservacao;conservation genetics;0.944;3;match válido;Qwen3.5-4B
ID_2129963760543898;7;Atlantic Forest;atlantic forest;0.979;3;match válido;Qwen3.5-4B
ID_2129963760543898;8;Eriocaulaceae;bulbophyllum (rej);0.597;0;sem match válido;Qwen3.5-4B
ID_2129963760543898;9;Paepalanthoideae;filogenia (rej);0.568;0;sem match válido;Qwen3.5-4B
ID_2129963760543898;10;DNA barcoding;unique genetic patterns (rej);0.551;0;sem match válido;Qwen3.5-4B
ID_2129963760543898;11;ITS;its;0.964;2;match válido;Qwen3.5-4B
ID_2129963760543898;12;Plastid DNA;molecular phylogeny (rej);0.491;0;sem match válido;Qwen3.5-4B
ID_2129963760543898;13;Nuclear DNA;unique genetic patterns (rej);0.545;0;sem match válido;Qwen3.5-4B
ID_2129963760543898;14;Morfometria;morphometrics;0.935;3;match válido;Qwen3.5-4B
ID_2129963760543898;15;Biogeografia;phylogeny (rej);0.623;0;sem match válido;Qwen3.5-4B
ID_2129963760543898;16;Morfologia;morphology;0.960;1;match válido;Qwen3.5-4B
ID_2129963760543898;17;Sistema Filogenetico;phylogeny (rej);0.745;0;sem match válido;Qwen3.5-4B
ID_2129963760543898;18;Chloraeinae;bulbophyllum (rej);0.524;0;sem match válido;Qwen3.5-4B
ID_2129963760543898;19;Habenaria;species of habenaria (rej);0.716;0;sem match válido;Qwen3.5-4B
ID_2129963760543898;20;Leguminosae;bulbophyllum (rej);0.686;0;sem match válido;Qwen3.5-4B
ID_2220699289355930;1;Mentha piperita;swietenia macrophylla (rej);0.526;0;sem match válido;Qwen3.5-4B
