Autor;Rank;Tag_Predita;Melhor_Match_Gabarito;Similaridade;Peso;Match_Status;Modelo
ID_3935055744673018;19;;;;;;Qwen 2.5-3B
ID_3935055744673018;20;;;;;;Qwen 2.5-3B
ID_1345781867765758;1;eukaryotic;yeast cells (rej);0.649;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;2;translation;characterization (rej);0.500;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;3;cell wall;cell wall;1.000;2;match válido;Qwen 2.5-3B
ID_1345781867765758;4;protein synthesis;protein synthesis;1.000;1;match válido;Qwen 2.5-3B
ID_1345781867765758;5;dimorphism;characterization (rej);0.507;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;6;paracoccidioides;paracoccidioides;1.000;3;match válido;Qwen 2.5-3B
ID_1345781867765758;7;fungi;human pathogenic fungus (rej);0.743;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;8;transcription;transcriptional profiles;0.852;2;match válido;Qwen 2.5-3B
ID_1345781867765758;9;pathogenesis;infection;0.763;1;match válido;Qwen 2.5-3B
ID_1345781867765758;10;iron;strain (rej);0.370;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;11;nutrient;protein (rej);0.546;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;12;glyoxylate;3-β-d-glucan;0.762;2;match válido;Qwen 2.5-3B
ID_1345781867765758;13;nitrogen;amino (rej);0.456;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;14;stress;strain (rej);0.661;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;15;hypothetical;characterization (rej);0.474;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;16;enzymes;protein synthesis (rej);0.666;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;17;enzymatic;protein synthesis (rej);0.637;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;18;host;pvdf (rej);0.413;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;19;immunoglobulin;immunological reactivity (rej);0.716;0;sem match válido;Qwen 2.5-3B
ID_1345781867765758;20;adhesin;amphotericin b (rej);0.470;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;1;fitoterapia;phytotherapy;0.766;3;match válido;Qwen 2.5-3B
ID_7710344461864924;2;reologia;preliminares de motilidade (rej);0.583;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;3;jambolao;óleo de pitanga (rej);0.463;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;4;extrato;solamargine (rej);0.640;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;5;glicoalcaloides;mikania glomerata (rej);0.513;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;6;leishmania infantum;mikania glomerata (rej);0.601;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;7;solamargine;solamargine;1.000;3;match válido;Qwen 2.5-3B
ID_7710344461864924;8;extratos;solamargine (rej);0.675;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;9;fracoes;preliminares de motilidade (rej);0.650;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;10;solanum lycocarpum;solanum lycocarpum;1.000;3;match válido;Qwen 2.5-3B
ID_7710344461864924;11;atividade antibacteriana;antimicrobial activity (rej);0.897;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;12;atividade antimicrobiana;antimicrobial activity;0.984;3;match válido;Qwen 2.5-3B
ID_7710344461864924;13;extrato glicolico;crude ethanolic extract (rej);0.567;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;14;dimorphandra mollis;dimorphandra mollis;1.000;2;match válido;Qwen 2.5-3B
ID_7710344461864924;15;extrato etanolico;ethanol;0.843;2;match válido;Qwen 2.5-3B
ID_7710344461864924;16;citrus limonia;eriocaulaceae (rej);0.510;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;17;stabilizacao;solamargine (rej);0.529;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;18;estabilidade;quality control (rej);0.394;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;19;caracterizacao anatomica;phytotherapic (rej);0.547;0;sem match válido;Qwen 2.5-3B
ID_7710344461864924;20;fitocosmetico;phytotherapic;0.805;3;match válido;Qwen 2.5-3B
ID_1840336983035010;1;particle swarm optimization;multiple particle collision algorithm (rej);0.637;0;sem match válido;Qwen 2.5-3B
ID_1840336983035010;2;inverse problem;inverse problem;1.000;2;match válido;Qwen 2.5-3B
ID_1840336983035010;3;ant colony optimization;ant colony optimization;1.000;3;match válido;Qwen 2.5-3B
ID_1840336983035010;4;firefly algorithm;deterministic algorithms (rej);0.401;0;sem match válido;Qwen 2.5-3B
ID_1840336983035010;5;multi-particle collision algorithm;multi-particle collision algorithm;1.000;2;match válido;Qwen 2.5-3B
ID_1840336983035010;6;pre-regularization;ordenamento parcial (rej);0.560;0;sem match válido;Qwen 2.5-3B
ID_1840336983035010;7;turbulent particle swarm optimization;multi-particle collision algorithm (rej);0.630;0;sem match válido;Qwen 2.5-3B
ID_1840336983035010;8;ant colony system;hybrid ant colony;0.918;1;match válido;Qwen 2.5-3B
ID_1840336983035010;9;tikhonov norm;ordenamento parcial (rej);0.424;0;sem match válido;Qwen 2.5-3B
ID_1840336983035010;10;discrete ordinate method;ordenamento parcial (rej);0.510;0;sem match válido;Qwen 2.5-3B
ID_1840336983035010;11;fuzzy systems;fuzzy ant colony (rej);0.489;0;sem match válido;Qwen 2.5-3B
ID_1840336983035010;12;radiative transfer;radiative transference problem;0.934;2;match válido;Qwen 2.5-3B
ID_1840336983035010;13;thermal-vacuum modeling;radiative transfer equation (rej);0.422;0;sem match válido;Qwen 2.5-3B
ID_1840336983035010;14;optimization techniques;optimization problem;0.942;3;match válido;Qwen 2.5-3B
ID_1840336983035010;15;pattern allocation;pattern sequencing (rej);0.581;0;sem match válido;Qwen 2.5-3B
ID_1840336983035010;16;pattern sequencing;pattern sequencing;1.000;2;match válido;Qwen 2.5-3B
ID_1840336983035010;17;spacecraft layout;programa espacial;0.770;2;match válido;Qwen 2.5-3B
ID_1840336983035010;18;crystal growth;chorophyll concentration profile (rej);0.331;0;sem match válido;Qwen 2.5-3B
ID_1840336983035010;19;data mining;job sequencing (rej);0.410;0;sem match válido;Qwen 2.5-3B
ID_1840336983035010;20;cutting stock;cutting stock;1.000;3;match válido;Qwen 2.5-3B
ID_3051627641386529;1;propriedade intelectual;propriedade intelectual;1.000;3;match válido;Qwen 2.5-3B
ID_3051627641386529;2;agronegocio;reforma agrária (rej);0.673;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;3;agricultura;productive agricultural chains;0.790;2;match válido;Qwen 2.5-3B
ID_3051627641386529;4;saude;modern technology (rej);0.337;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;5;desenvolvimento rural;reforma agrária (rej);0.653;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;6;vinho;risco agrícola (rej);0.293;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;7;veterinaria;agricultura familiar (rej);0.346;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;8;agronomia;productive agricultural chains (rej);0.696;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;9;política agrícola;reforma agrária;0.859;3;match válido;Qwen 2.5-3B
ID_3051627641386529;10;agricultura familiar;agricultura familiar;1.000;3;match válido;Qwen 2.5-3B
ID_3051627641386529;11;indústria criativa;technological innovation (rej);0.613;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;12;meio ambiente;sustentabilidade e eficiência (rej);0.573;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;13;sociologia rural;agricultura familiar (rej);0.522;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;14;economia agrícola;reforma agrária (rej);0.808;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;15;cultivares;productive agricultural chains (rej);0.586;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;16;tecnologia;modern technology;0.924;1;match válido;Qwen 2.5-3B
ID_3051627641386529;17;legislação;land reform (rej);0.425;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;18;inovação tecnológica;technological innovation;0.993;2;match válido;Qwen 2.5-3B
ID_3051627641386529;19;desenvolvimento regional;sustainable development (rej);0.554;0;sem match válido;Qwen 2.5-3B
ID_3051627641386529;20;proteção de cultivares;risco agrícola (rej);0.681;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;1;poxvirus;poxvirus;1.000;3;match válido;Qwen 2.5-3B
ID_0218004426204544;2;dengue virus;dengue virus;1.000;3;match válido;Qwen 2.5-3B
ID_0218004426204544;3;herpes simplex virus;herpes simplex virus;1.000;3;match válido;Qwen 2.5-3B
ID_0218004426204544;4;innate immunity;antiviral (rej);0.504;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;5;mouse model;virus (rej);0.289;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;6;vaccinia virus;vaccinia virus;1.000;3;match válido;Qwen 2.5-3B
ID_0218004426204544;7;chemokines;antiviral (rej);0.401;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;8;neuroinflammation;scleroderma (rej);0.557;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;9;viral replication;viral replication;1.000;3;match válido;Qwen 2.5-3B
ID_0218004426204544;10;influenza virus;vaccinia virus (rej);0.760;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;11;intracranial infection;interferon humano (rej);0.519;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;12;macrophages;zoonosis (rej);0.508;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;13;neurological diseases;diagnosis (rej);0.565;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;14;cytokines;vaccinia and cowpox (rej);0.397;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;15;neurovirulence;viremia (rej);0.641;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;16;neuroaxonal damage;scleroderma (rej);0.380;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;17;Toll-like receptors;interferon humano (rej);0.315;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;18;TNF-Î;type i interferon (rej);0.575;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;19;CCR5;diagnostic (rej);0.357;0;sem match válido;Qwen 2.5-3B
ID_0218004426204544;20;TLR2;erk (rej);0.377;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;1;prion;prion;1.000;3;match válido;Qwen 2.5-3B
ID_2774467864626548;2;memória;memory;0.982;1;match válido;Qwen 2.5-3B
ID_2774467864626548;3;neuroplasticidade;nervous system (rej);0.497;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;4;epilepsia;mesial temporal lobe epilepsy;0.861;1;match válido;Qwen 2.5-3B
ID_2774467864626548;5;cognição;cognitive performance;0.770;1;match válido;Qwen 2.5-3B
ID_2774467864626548;6;hipocampo;hippocampus;0.984;1;match válido;Qwen 2.5-3B
ID_2774467864626548;7;memória de curto prazo;memory (rej);0.878;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;8;memória longa prazo;memory (rej);0.853;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;9;prp;prnp+/+ (rej);0.693;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;10;memória associativa;memory (rej);0.896;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;11;glutamato;glucocorticoid receptor (rej);0.648;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;12;respiração mitocondrial;oxidative stress (rej);0.512;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;13;excitotoxidade;endocytosis (rej);0.582;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;14;mitocôndrias;metabotropic glutamate receptors (rej);0.390;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;15;adenoquinase;steroid receptors (rej);0.500;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;16;hipocampo mesial;hippocampus (rej);0.924;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;17;hipocampo amiloidoso;hippocampus (rej);0.805;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;18;prótese;prion (rej);0.342;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;19;neurotransmissores;nervous system (rej);0.625;0;sem match válido;Qwen 2.5-3B
ID_2774467864626548;20;hipercinismo;proliferation (rej);0.446;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;1;cognição;cognition;0.959;3;match válido;Qwen 2.5-3B
ID_0807993828734491;2;neuropatias;neuropsychological tests (rej);0.682;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;3;neurociências;neuropsychological tests (rej);0.700;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;4;dementias;cognition (rej);0.611;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;5;doença de alzheimer;doença de alzheimer;1.000;3;match válido;Qwen 2.5-3B
ID_0807993828734491;6;desequilíbrio postural;cognitive impairment (rej);0.408;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;7;neuropsicologia;neuropsychological tests;0.840;3;match válido;Qwen 2.5-3B
ID_0807993828734491;8;Wilson;wilson's disease (rej);0.646;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;9;neurológico;neuropsychological tests (rej);0.748;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;10;neuroimagem;neuropsychological tests (rej);0.649;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;11;neuroimagem funcional;neuropsychological tests (rej);0.643;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;12;hipertensão;stress (rej);0.531;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;13;melanoma;alzheimer's disease (rej);0.387;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;14;prosopagnosi;tremor (rej);0.434;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;15;visual agnosia;visual attention (rej);0.640;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;16;frontotemporal degeneração;frontotemporal dementia;0.819;3;match válido;Qwen 2.5-3B
ID_0807993828734491;17;neuropatia espinhal;neuropsychological tests (rej);0.617;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;18;neurodegenerativa;alzheimer disease (rej);0.672;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;19;neurologia;neuropsychological tests (rej);0.706;0;sem match válido;Qwen 2.5-3B
ID_0807993828734491;20;neuroimagem cerebral;neuropsychological tests (rej);0.672;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;1;cardiotocografia;cardiotocography;0.988;3;match válido;Qwen 2.5-3B
ID_9335253053250984;2;dopplervelocimetria;dopplervelocimetry;0.939;3;match válido;Qwen 2.5-3B
ID_9335253053250984;3;acidose no nascimento;vitalidade fetal (rej);0.574;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;4;insuficiencia placentaria;ii diabetic pregnancy (rej);0.584;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;5;gasometria;dopplervelocimetry (rej);0.474;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;6;fetal acidose;perfil biofísico fetal (rej);0.639;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;7;hemodinamica fetal;perfil biofísico fetal;0.802;3;match válido;Qwen 2.5-3B
ID_9335253053250984;8;gasometria fetal;perfil biofísico fetal (rej);0.750;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;9;diastole zero;diabetes mellitus (rej);0.506;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;10;diastole reversa;reversed end-diastolic velocity (rej);0.729;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;11;ultrassonografia fetal;perfil biofísico fetal (rej);0.716;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;12;acidose metabólica;biophysical profile scores (rej);0.340;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;13;diabetes gestacional;gestational diabetes;0.982;3;match válido;Qwen 2.5-3B
ID_9335253053250984;14;pregnancy complications;pregnancy;0.892;3;match válido;Qwen 2.5-3B
ID_9335253053250984;15;fetal monitoring;fetal surveillance;0.921;3;match válido;Qwen 2.5-3B
ID_9335253053250984;16;perinatal outcomes;perinatal outcome;0.989;3;match válido;Qwen 2.5-3B
ID_9335253053250984;17;fetal acid-base;perfil biofísico fetal (rej);0.662;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;18;fetal circulation;fetal circulation;1.000;3;match válido;Qwen 2.5-3B
ID_9335253053250984;19;fetal acidemia;ii diabetic pregnancy (rej);0.660;0;sem match válido;Qwen 2.5-3B
ID_9335253053250984;20;fetal distress;fetal distress;1.000;3;match válido;Qwen 2.5-3B
ID_0232075212409214;1;quimica do solo;tandem mass spectrometry (rej);0.535;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;2;solos tropicais;myasthenia gravis (rej);0.306;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;3;fenilcetonuria;neuromyelitis optica (rej);0.484;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;4;ressonancia magnetica;tandem mass spectrometry (rej);0.369;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;5;difusao;skewed x inactivation (rej);0.433;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;6;cisticercose;myasthenia gravis (rej);0.319;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;7;calpain;síndrome de prader-willi (rej);0.314;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;8;colageno XVIII;friedreich's ataxia (rej);0.418;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;9;mct8;deletion of 15q11–q13 (rej);0.336;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;10;lepra;recessive adult-onset leukoencephalopathy (rej);0.478;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;11;reumatismo;rett syndrome (rej);0.645;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;12;sindrome de rett;rett syndrome;0.834;3;match válido;Qwen 2.5-3B
ID_0232075212409214;13;funcionalidade;skewed x inactivation (rej);0.444;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;14;auto-cuidado;skewed x inactivation (rej);0.294;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;15;movimento;dominant limb-girdle muscular (rej);0.365;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;16;transicao;rett syndrome (rej);0.397;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;17;epilepsia;síndrome de prader-willi (rej);0.558;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;18;metabo;tandem mass spectrometry (rej);0.344;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;19;poliomielite;multiple sclerosis (rej);0.446;0;sem match válido;Qwen 2.5-3B
ID_0232075212409214;20;enterovirose;myasthenia gravis (rej);0.488;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;1;cromossomo 20;chromosome (rej);0.879;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;2;adenocarcinoma;mixed gonadal dysgenesis (rej);0.414;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;3;gonadal-dysgenesis;mixed gonadal dysgenesis;0.926;1;match válido;Qwen 2.5-3B
ID_5393628668007180;4;FMR1;fragile x frequency (rej);0.424;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;5;metabolismo;ubiquitin proteasome (rej);0.300;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;6;fragilidade cromossomica;fragile x chromosomes;0.900;2;match válido;Qwen 2.5-3B
ID_5393628668007180;7;interphase cytogenetics;fragile x chromosomes (rej);0.536;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;8;metabolismo do ferro;ubiquitin proteasome (rej);0.305;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;9;fibroblastos;fraxac1 haplotypes (rej);0.425;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;10;adrenoleukodistrofi;premature menopause (rej);0.459;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;11;neoplasmas;mixed gonadal dysgenesis (rej);0.405;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;12;metabolismo de aminoácidos;ubiquitin proteasome (rej);0.410;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;13;metabolismo de gorduras;ubiquitin proteasome (rej);0.251;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;14;trissomia do 21;chromosome (rej);0.451;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;15;adrenocortical;martin-bell syndrome (rej);0.374;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;16;cromossomo X;chromosome;0.920;2;match válido;Qwen 2.5-3B
ID_5393628668007180;17;metabolismo do açucar;ubiquitin proteasome (rej);0.258;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;18;fibromatose;fraxac1 haplotypes (rej);0.399;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;19;metabolismo do aminoácido;ubiquitin proteasome (rej);0.415;0;sem match válido;Qwen 2.5-3B
ID_5393628668007180;20;;;;;;Qwen 2.5-3B
ID_4290808161139329;1;Phyllanthus niruri;phyllanthus niruri;0.947;1;match válido;Qwen 2.5-3B
ID_4290808161139329;2;Schinus terebinthifolius;phyllanthus niruri (rej);0.636;0;sem match válido;Qwen 2.5-3B
ID_4290808161139329;3;Libidibia ferrea;aqueous extractives (rej);0.270;0;sem match válido;Qwen 2.5-3B
ID_4290808161139329;4;Bauhinia forficata;leaves of bauhinia;0.831;1;match válido;Qwen 2.5-3B
ID_4290808161139329;5;Copaifera duckei;bauhinia monandra (rej);0.561;0;sem match válido;Qwen 2.5-3B
ID_4290808161139329;6;Jatropha gossypiifolia;extracts of phyllanthus (rej);0.629;0;sem match válido;Qwen 2.5-3B
ID_4290808161139329;7;Guettarda platypoda;psidium guajava (rej);0.639;0;sem match válido;Qwen 2.5-3B
ID_4290808161139329;8;Bacillus cereus;leaves of bauhinia (rej);0.545;0;sem match válido;Qwen 2.5-3B
