Autor;nDCG@10;nDCG@20;Precision@5;Precision@10;Precision@20;Recall@5;Recall@10;Recall@20;MAP@10;Coverage@10;Diversity@10;MAP@20;Coverage@20;Diversity@20;Match_Valido@10;Match_Valido@20;Modelo
ID_0848413770343284;0.0198;0.0128;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0041;0.5023;1;1;0.0000;0.0041;0.5023;Qwen3-1.7B
ID_0973550817356564;0.4433;0.3762;0.8000;0.5000;0.3500;0.1081;0.1351;0.1892;0.1162;0.4738;0.6385;5;8;0.1467;0.4982;0.5739;Qwen3-1.7B
ID_0976385386657517;0.2483;0.2277;0.4000;0.5000;0.3000;0.0714;0.1786;0.2143;0.0762;0.1006;0.5574;5;6;0.0915;0.2544;0.3920;Qwen3-1.7B
ID_1041565102315246;0.6213;0.5482;0.8000;0.7000;0.5500;0.1481;0.2593;0.4074;0.2189;0.5273;0.6433;7;11;0.3215;0.5667;0.6263;Qwen3-1.7B
ID_1077091269921532;0.4849;0.4115;0.6000;0.6000;0.3500;0.1034;0.2069;0.2414;0.1295;0.3768;0.5426;7;8;0.1456;0.4089;0.4299;Qwen3-1.7B
ID_1264299192805866;0.0663;0.1242;0.0000;0.1000;0.2000;0.0000;0.0345;0.1379;0.0038;0.0693;0.7058;1;4;0.0293;0.1635;0.7058;Qwen3-1.7B
ID_1305553577433058;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0013;0.5100;0;0;0.0000;0.0013;0.5100;Qwen3-1.7B
ID_1325667605623244;0.4983;0.4369;0.8000;0.5000;0.4000;0.0889;0.1111;0.1778;0.0743;0.3357;0.6545;5;8;0.1130;0.3916;0.6614;Qwen3-1.7B
ID_1351748125964309;0.3106;0.3694;0.4000;0.3000;0.3500;0.0800;0.1200;0.2800;0.0720;0.2477;0.4631;3;7;0.1281;0.3131;0.3710;Qwen3-1.7B
ID_1409367562944345;0.0694;0.1417;0.0000;0.1000;0.1500;0.0000;0.0667;0.2000;0.0083;0.1230;0.6950;1;3;0.0322;0.1892;0.7357;Qwen3-1.7B
ID_1443260585180322;0.0731;0.1988;0.0000;0.1000;0.2500;0.0000;0.0238;0.1190;0.0024;0.2587;0.7729;2;6;0.0285;0.4385;0.7493;Qwen3-1.7B
ID_1569228929685657;0.0000;0.1172;0.0000;0.0000;0.2000;0.0000;0.0000;0.1600;0.0000;0.1098;0.7248;0;4;0.0227;0.2039;0.7390;Qwen3-1.7B
ID_1572504650930605;0.0851;0.1753;0.2000;0.1000;0.1500;0.0526;0.0526;0.1579;0.0105;0.0585;0.7442;1;6;0.0291;0.1536;0.7010;Qwen3-1.7B
ID_1588571859201066;0.8580;0.6219;1.0000;0.8000;0.5000;0.1136;0.1818;0.2273;0.1732;0.6170;0.1434;8;10;0.1986;0.6216;0.2173;Qwen3-1.7B
ID_1608166528142462;0.3996;0.5279;0.6000;0.3000;0.3500;0.2143;0.2143;0.5000;0.1964;0.3217;0.7572;3;7;0.3008;0.3675;0.7166;Qwen3-1.7B
ID_1608252203113404;0.0000;0.1697;0.0000;0.0000;0.3000;0.0000;0.0000;0.1250;0.0000;0.0366;0.7827;0;6;0.0270;0.1556;0.7095;Qwen3-1.7B
ID_1608392890165390;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0196;0.7055;0;0;0.0000;0.0327;0.7697;Qwen3-1.7B
ID_1682621160901140;0.0851;0.1518;0.2000;0.1000;0.2500;0.0227;0.0227;0.1136;0.0045;0.2850;0.7547;1;5;0.0228;0.4000;0.7854;Qwen3-1.7B
ID_1684574356606924;0.4431;0.4222;0.6000;0.4000;0.3000;0.1875;0.2500;0.3750;0.2042;0.0991;0.6349;4;6;0.2499;0.1205;0.6493;Qwen3-1.7B
ID_1727283700680766;0.3426;0.3460;0.6000;0.4000;0.2500;0.1765;0.2353;0.2941;0.2026;0.2500;0.6673;4;6;0.2294;0.2756;0.6585;Qwen3-1.7B
ID_1827829018668226;0.1993;0.2077;0.0000;0.3000;0.3000;0.0000;0.1000;0.2000;0.0216;0.2993;0.8153;3;6;0.0630;0.3869;0.7110;Qwen3-1.7B
ID_1878688743763378;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0099;0.6758;0;0;0.0000;0.0099;0.5914;Qwen3-1.7B
ID_1885766127325722;0.0112;0.0245;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.4354;0.5694;1;3;0.0000;0.4545;0.6531;Qwen3-1.7B
ID_1973878827354750;0.2871;0.2607;0.4000;0.2000;0.2000;0.0571;0.0571;0.1143;0.0476;0.2519;0.5543;3;5;0.0584;0.2822;0.6007;Qwen3-1.7B
ID_1988378870316115;0.0307;0.0676;0.0000;0.1000;0.1000;0.0000;0.0476;0.0952;0.0053;0.1290;0.7654;1;2;0.0101;0.1290;0.7417;Qwen3-1.7B
ID_2129963760543898;0.5885;0.4223;0.8000;0.5000;0.3000;0.1600;0.2000;0.2400;0.1620;0.6985;0.6911;5;6;0.1770;0.7785;0.6580;Qwen3-1.7B
ID_2145668168587564;0.2230;0.2339;0.2000;0.4000;0.3000;0.0345;0.1379;0.2069;0.0745;0.5443;0.6350;4;6;0.0950;0.5696;0.6619;Qwen3-1.7B
ID_2209576799096027;0.4875;0.4736;0.4000;0.2000;0.1500;0.1538;0.1538;0.2308;0.1538;0.5274;0.4328;8;12;0.1748;0.5685;0.5899;Qwen3-1.7B
ID_2220699289355930;0.1213;0.1565;0.4000;0.2000;0.1500;0.0833;0.0833;0.1250;0.0271;0.1161;0.3317;3;5;0.0367;0.3348;0.3216;Qwen3-1.7B
ID_2275032719586397;0.2489;0.2189;0.4000;0.2000;0.1500;0.0741;0.0741;0.1111;0.0432;0.6277;0.6783;2;3;0.0518;0.7021;0.6698;Qwen3-1.7B
ID_2324159515825927;0.5101;0.4721;0.8000;0.4000;0.4000;0.1000;0.1000;0.2000;0.0804;0.3146;0.6734;4;8;0.1233;0.3416;0.6993;Qwen3-1.7B
ID_2482060270236527;0.2769;0.2697;0.4000;0.3000;0.2500;0.1000;0.1500;0.2500;0.1250;0.2926;0.7018;3;6;0.1571;0.3789;0.6950;Qwen3-1.7B
ID_2554853704952225;0.0000;0.0888;0.0000;0.0000;0.1500;0.0000;0.0000;0.0682;0.0000;0.0378;0.7580;0;3;0.0087;0.2756;0.7286;Qwen3-1.7B
ID_2627414712422817;0.2048;0.1944;0.4000;0.2000;0.1500;0.0714;0.0714;0.1071;0.0298;0.3316;0.5565;2;3;0.0395;0.3731;0.5882;Qwen3-1.7B
ID_2636111337875377;0.6177;0.5080;0.6000;0.5000;0.4000;0.1200;0.2000;0.3200;0.1652;0.2367;0.6931;6;10;0.2165;0.3007;0.6681;Qwen3-1.7B
ID_2653769170795641;0.3715;0.3593;0.4000;0.3000;0.2500;0.0769;0.1154;0.1923;0.0667;0.1848;0.6156;3;5;0.0890;0.2500;0.5854;Qwen3-1.7B
ID_2791913950833163;0.0000;0.0066;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0482;0.6995;0;1;0.0000;0.0514;0.6380;Qwen3-1.7B
ID_2850235880560929;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0241;0.6976;0;0;0.0000;0.0241;0.6976;Qwen3-1.7B
ID_2851798514812201;0.4781;0.3604;0.6000;0.3000;0.2000;0.1304;0.1304;0.1739;0.1304;0.2877;0.6861;4;5;0.1449;0.3159;0.7009;Qwen3-1.7B
ID_3085057149388157;0.2688;0.1735;0.4000;0.3000;0.1500;0.0455;0.0682;0.0682;0.0261;0.4437;0.6757;4;4;0.0261;0.4521;0.6848;Qwen3-1.7B
ID_3091742095568302;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0207;0.7949;0;0;0.0000;0.0276;0.7088;Qwen3-1.7B
ID_3125269649173653;0.4370;0.3161;0.6000;0.4000;0.2500;0.1071;0.1429;0.1786;0.1022;0.5282;0.7270;4;5;0.1127;0.5385;0.6933;Qwen3-1.7B
ID_3150074537946167;0.1584;0.2728;0.0000;0.2000;0.2000;0.0000;0.2500;0.5000;0.0486;0.4091;0.7424;2;6;0.1160;0.5682;0.6797;Qwen3-1.7B
ID_3150103492877008;0.3782;0.3309;0.4000;0.4000;0.2500;0.0870;0.1739;0.2174;0.1087;0.1020;0.6071;4;6;0.1223;0.1156;0.6690;Qwen3-1.7B
ID_3222014752923501;0.4875;0.3623;0.6000;0.5000;0.2500;0.1364;0.2273;0.2273;0.1843;0.3321;0.5982;5;6;0.1843;0.3579;0.6487;Qwen3-1.7B
ID_3325984959083987;0.4406;0.5508;0.4000;0.3000;0.4000;0.1333;0.2000;0.5333;0.1219;0.7234;0.5910;5;12;0.2394;0.7868;0.6542;Qwen3-1.7B
ID_3340828165410597;0.1447;0.2005;0.0000;0.2000;0.2500;0.0000;0.0833;0.2083;0.0162;0.1223;0.7883;2;5;0.0489;0.2952;0.7139;Qwen3-1.7B
ID_3347815035685882;0.3621;0.3988;0.2000;0.3000;0.2500;0.0556;0.1667;0.2778;0.0846;0.4980;0.6422;4;7;0.1187;0.5382;0.6452;Qwen3-1.7B
ID_3387018530825694;0.0000;0.0584;0.0000;0.0000;0.1000;0.0000;0.0000;0.1053;0.0000;0.0103;0.7153;0;2;0.0089;0.3402;0.8165;Qwen3-1.7B
ID_3427260889880733;0.2358;0.2094;0.2000;0.1000;0.0500;0.0769;0.0769;0.0769;0.0769;0.2880;0.5377;2;3;0.0769;0.3098;0.6291;Qwen3-1.7B
ID_3445472713137548;0.2151;0.2126;0.0000;0.3000;0.1500;0.0000;0.3000;0.3000;0.0689;0.1208;0.6890;3;4;0.0689;0.1264;0.5367;Qwen3-1.7B
ID_3729715298008025;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0033;0.8556;0;0;0.0000;0.0033;0.8556;Qwen3-1.7B
ID_3738807633557034;0.4655;0.5605;0.4000;0.4000;0.4500;0.0952;0.1905;0.4286;0.1224;0.7009;0.6312;4;10;0.2286;0.8411;0.5902;Qwen3-1.7B
ID_3837157956819433;0.5795;0.3740;0.8000;0.5000;0.2500;0.1538;0.1923;0.1923;0.1478;0.6667;0.5354;5;5;0.1478;0.6667;0.5031;Qwen3-1.7B
ID_3870300970951275;0.6015;0.4266;0.8000;0.5000;0.3000;0.1212;0.1515;0.1818;0.1429;0.5175;0.5527;7;8;0.1580;0.5175;0.5774;Qwen3-1.7B
ID_3919711591553904;0.6555;0.4746;1.0000;0.6000;0.4000;0.1190;0.1429;0.1905;0.1369;0.4991;0.5356;6;8;0.1615;0.5063;0.6677;Qwen3-1.7B
ID_3971396576832634;0.3590;0.3213;0.4000;0.2000;0.2000;0.0800;0.0800;0.1600;0.0800;0.5556;0.6378;2;4;0.1007;0.6473;0.6724;Qwen3-1.7B
ID_3977660018939385;0.4974;0.3574;0.6000;0.4000;0.2500;0.0938;0.1250;0.1562;0.1076;0.2857;0.6117;4;5;0.1188;0.3027;0.6323;Qwen3-1.7B
ID_4061301060228632;0.4557;0.4462;0.4000;0.4000;0.4000;0.0800;0.1600;0.3200;0.1110;0.5851;0.4797;4;8;0.1822;0.6064;0.4758;Qwen3-1.7B
ID_4139866243228811;0.6870;0.5810;0.6000;0.6000;0.5000;0.0909;0.1818;0.3030;0.1530;0.3205;0.5724;6;10;0.2146;0.3494;0.6141;Qwen3-1.7B
ID_4149038575526706;0.3867;0.3085;0.6000;0.5000;0.3000;0.0833;0.1389;0.1667;0.1062;0.1754;0.7044;5;6;0.1173;0.2127;0.7265;Qwen3-1.7B
ID_4186411197580812;0.0000;0.1711;0.0000;0.0000;0.2500;0.0000;0.0000;0.1351;0.0000;0.0023;0.7691;0;5;0.0228;0.3799;0.7494;Qwen3-1.7B
ID_4296348942225215;0.0419;0.1558;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1644;0.8029;1;4;0.0000;0.3288;0.7724;Qwen3-1.7B
ID_4482652690766445;0.5959;0.5280;0.6000;0.5000;0.4500;0.0577;0.0962;0.1731;0.0766;0.2912;0.7187;5;9;0.1153;0.3372;0.6798;Qwen3-1.7B
ID_4585253466628293;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0642;0.7500;0;0;0.0000;0.0642;0.7500;Qwen3-1.7B
ID_4621534549550979;0.2115;0.2463;0.0000;0.3000;0.3000;0.0000;0.0811;0.1622;0.0194;0.3588;0.6902;3;6;0.0483;0.4321;0.6872;Qwen3-1.7B
ID_4639530865431823;0.5631;0.4276;0.6000;0.5000;0.4000;0.0909;0.1515;0.2424;0.1078;0.5212;0.7835;5;8;0.1475;0.5818;0.7383;Qwen3-1.7B
ID_4656875806985353;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0345;0.7232;0;0;0.0000;0.3103;0.7810;Qwen3-1.7B
ID_4702999283260777;0.3459;0.2232;0.6000;0.3000;0.1500;0.0732;0.0732;0.0732;0.0512;0.0637;0.3760;3;3;0.0512;0.0645;0.2907;Qwen3-1.7B
ID_4703015447173949;0.3655;0.3272;0.8000;0.4000;0.2500;0.1538;0.1538;0.1923;0.1462;0.4658;0.5264;4;5;0.1636;0.4658;0.5052;Qwen3-1.7B
ID_4720283421615359;0.3996;0.3957;0.4000;0.3000;0.4000;0.0435;0.0652;0.1739;0.0444;0.1847;0.7348;3;8;0.0844;0.2296;0.6886;Qwen3-1.7B
ID_4739118307577897;0.5415;0.4718;0.8000;0.5000;0.4500;0.1000;0.1250;0.2250;0.0983;0.4800;0.3384;5;10;0.1444;0.5867;0.3430;Qwen3-1.7B
ID_4751064542106755;0.2149;0.2552;0.0000;0.3000;0.3000;0.0000;0.1875;0.3750;0.0416;0.2133;0.7684;3;6;0.1153;0.2667;0.6378;Qwen3-1.7B
ID_4765080870408661;0.0741;0.0874;0.0000;0.1000;0.1000;0.0000;0.0270;0.0541;0.0027;0.0503;0.8060;2;3;0.0076;0.0566;0.7359;Qwen3-1.7B
ID_4824419385318370;0.5806;0.4617;0.8000;0.6000;0.4500;0.1212;0.1818;0.2727;0.1335;0.2480;0.6446;6;9;0.1800;0.2998;0.6500;Qwen3-1.7B
ID_4940933921005830;0.6688;0.4861;0.8000;0.6000;0.4000;0.1081;0.1622;0.2162;0.1272;0.6764;0.5973;6;8;0.1579;0.7056;0.6425;Qwen3-1.7B
ID_5012323059073352;0.4347;0.3909;0.4000;0.4000;0.3500;0.0625;0.1250;0.2188;0.0781;0.5824;0.6495;6;9;0.1189;0.5824;0.5776;Qwen3-1.7B
ID_5349740107277233;0.3378;0.4218;0.4000;0.3000;0.4500;0.0741;0.1111;0.3333;0.0617;0.2763;0.6805;4;10;0.1619;0.2763;0.6343;Qwen3-1.7B
ID_5379515759830546;0.1533;0.1702;0.2000;0.5000;0.3000;0.0417;0.2083;0.2500;0.0752;0.2339;0.7251;5;7;0.0979;0.3105;0.6950;Qwen3-1.7B
ID_5465930712415985;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0083;0.6701;0;0;0.0000;0.0083;0.6365;Qwen3-1.7B
ID_5486280310533660;0.5256;0.3812;0.8000;0.5000;0.3000;0.1053;0.1316;0.1579;0.1066;0.4570;0.6263;5;7;0.1179;0.4745;0.6269;Qwen3-1.7B
ID_5605590098640584;0.0935;0.0788;0.0000;0.2000;0.1500;0.0000;0.0667;0.1000;0.0104;0.4218;0.8144;2;3;0.0195;0.5498;0.7128;Qwen3-1.7B
ID_5719239270509869;0.7273;0.6081;1.0000;0.6000;0.5000;0.0893;0.1071;0.1786;0.1071;0.2974;0.6217;6;10;0.1443;0.3138;0.6822;Qwen3-1.7B
ID_5759795720652106;0.2259;0.1899;0.6000;0.4000;0.2500;0.1034;0.1379;0.1724;0.1145;0.2599;0.5319;4;5;0.1236;0.4011;0.5227;Qwen3-1.7B
ID_5822763057370791;0.0273;0.2037;0.0000;0.1000;0.3000;0.0000;0.0400;0.2400;0.0040;0.3791;0.8298;1;6;0.0530;0.5659;0.7620;Qwen3-1.7B
ID_5871402136758674;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0182;0.7059;0;0;0.0000;0.0182;0.6133;Qwen3-1.7B
ID_5877415967509579;0.0000;0.0523;0.0000;0.0000;0.0500;0.0000;0.0000;0.0833;0.0000;0.0146;0.7328;0;1;0.0042;0.1533;0.8356;Qwen3-1.7B
ID_5942068988379022;0.3813;0.4198;0.8000;0.4000;0.3500;0.1333;0.1333;0.2333;0.1333;0.2434;0.6868;4;7;0.1725;0.3259;0.6863;Qwen3-1.7B
ID_6009627088282581;0.0000;0.1011;0.0000;0.0000;0.1500;0.0000;0.0000;0.1034;0.0000;0.2756;0.7720;0;5;0.0122;0.5128;0.6849;Qwen3-1.7B
ID_6072065135325168;0.3919;0.3056;0.2000;0.4000;0.3000;0.0303;0.1212;0.1818;0.0639;0.0625;0.7043;4;7;0.0824;0.0714;0.6643;Qwen3-1.7B
ID_6170215694392885;0.5266;0.3399;0.8000;0.6000;0.3000;0.1212;0.1818;0.1818;0.1222;0.0862;0.4103;7;7;0.1222;0.0862;0.2554;Qwen3-1.7B
ID_6249814039461102;0.2048;0.1347;0.4000;0.2000;0.1000;0.0800;0.0800;0.0800;0.0333;0.5000;0.6519;2;2;0.0333;0.5221;0.6984;Qwen3-1.7B
ID_6266684004174408;0.3301;0.2131;0.4000;0.2000;0.1000;0.0588;0.0588;0.0588;0.0490;0.4927;0.6205;2;2;0.0490;0.4927;0.6205;Qwen3-1.7B
ID_6286838179330044;0.0273;0.2392;0.0000;0.1000;0.3500;0.0000;0.0370;0.2593;0.0037;0.0331;0.7389;1;7;0.0673;0.2231;0.7721;Qwen3-1.7B
ID_6328263723211152;0.0000;0.0525;0.0000;0.0000;0.1000;0.0000;0.0000;0.0541;0.0000;0.0325;0.7561;0;2;0.0061;0.2922;0.6998;Qwen3-1.7B
ID_6378129193246016;0.2201;0.1761;0.2000;0.1000;0.1000;0.0233;0.0233;0.0465;0.0233;0.0257;0.8099;1;2;0.0260;0.0950;0.7931;Qwen3-1.7B
ID_6425044612146340;0.3502;0.2951;0.6000;0.6000;0.3500;0.0938;0.1875;0.2188;0.1395;0.0822;0.3697;6;7;0.1577;0.2146;0.3392;Qwen3-1.7B
ID_6509414402989975;0.1070;0.1032;0.0000;0.2000;0.1000;0.0000;0.1333;0.1333;0.0302;0.3902;0.6069;2;4;0.0302;0.4390;0.6012;Qwen3-1.7B
ID_6564076531735310;0.4216;0.3033;0.6000;0.4000;0.2500;0.0789;0.1053;0.1316;0.0965;0.6037;0.6581;4;5;0.1034;0.6128;0.7241;Qwen3-1.7B
