Autor;Rank;Tag_Predita;Melhor_Match_Gabarito;Similaridade;Peso;Match_Status;Modelo
ID_8752453650114092;10;diphenyl diselenide;δ-aminolevulinate dehydratase (rej);0.651;0;sem match válido;Qwen3-1.7B
ID_8752453650114092;11;quinolinic acid;guanosine (rej);0.509;0;sem match válido;Qwen3-1.7B
ID_8752453650114092;12;exercise;gastrocnemius muscle (rej);0.297;0;sem match válido;Qwen3-1.7B
ID_8752453650114092;13;neurotransmission;central nervous system (rej);0.598;0;sem match válido;Qwen3-1.7B
ID_8752453650114092;14;thiobarbituric acid;organotellurium compound (rej);0.530;0;sem match válido;Qwen3-1.7B
ID_8752453650114092;15;superoxide dismutase;superoxide dismutase gene;0.872;1;match válido;Qwen3-1.7B
ID_8752453650114092;16;catalase;organotellurium compound (rej);0.447;0;sem match válido;Qwen3-1.7B
ID_8752453650114092;17;glutamate uptake;glutamate uptake;1.000;2;match válido;Qwen3-1.7B
ID_8752453650114092;18;reactive species;reactive oxygen species (rej);0.736;0;sem match válido;Qwen3-1.7B
ID_8752453650114092;19;selenium compounds;selenium (rej);0.944;0;sem match válido;Qwen3-1.7B
ID_8752453650114092;20;metal toxicity;toxicological study;0.779;2;match válido;Qwen3-1.7B
ID_3935055744673018;1;};bal (rej);0.700;0;sem match válido;Qwen3-1.7B
ID_3935055744673018;2;{;bal (rej);0.702;0;sem match válido;Qwen3-1.7B
ID_3935055744673018;3;"keywords"": ""glutamate transporter GLT1";glutamate uptake (rej);0.572;0;sem match válido;Qwen3-1.7B
ID_3935055744673018;4;PPARÎ³;atpase and adpase (rej);0.413;0;sem match válido;Qwen3-1.7B
ID_3935055744673018;5;brain;rat brain;0.824;2;match válido;Qwen3-1.7B
ID_3935055744673018;6;rat;rat brain (rej);0.719;0;sem match válido;Qwen3-1.7B
ID_3935055744673018;7;glutamate;glutamate uptake;0.887;2;match válido;Qwen3-1.7B
ID_3935055744673018;8;;;;;;Qwen3-1.7B
ID_3935055744673018;9;;;;;;Qwen3-1.7B
ID_3935055744673018;10;;;;;;Qwen3-1.7B
ID_3935055744673018;11;;;;;;Qwen3-1.7B
ID_3935055744673018;12;;;;;;Qwen3-1.7B
ID_3935055744673018;13;;;;;;Qwen3-1.7B
ID_3935055744673018;14;;;;;;Qwen3-1.7B
ID_3935055744673018;15;;;;;;Qwen3-1.7B
ID_3935055744673018;16;;;;;;Qwen3-1.7B
ID_3935055744673018;17;;;;;;Qwen3-1.7B
ID_3935055744673018;18;;;;;;Qwen3-1.7B
ID_3935055744673018;19;;;;;;Qwen3-1.7B
ID_3935055744673018;20;;;;;;Qwen3-1.7B
ID_1345781867765758;1;Paracoccidioides brasiliensis;paracoccidioides brasiliensis;0.998;3;match válido;Qwen3-1.7B
ID_1345781867765758;2;molecular biology;protein synthesis (rej);0.645;0;sem match válido;Qwen3-1.7B
ID_1345781867765758;3;genomics;genome;0.867;1;match válido;Qwen3-1.7B
ID_1345781867765758;4;transcriptomics;transcriptional profiles;0.855;2;match válido;Qwen3-1.7B
ID_1345781867765758;5;protein biology;protein;0.894;1;match válido;Qwen3-1.7B
ID_1345781867765758;6;fungal pathogenesis;human pathogenic fungus (rej);0.886;0;sem match válido;Qwen3-1.7B
ID_1345781867765758;7;cell wall;cell wall;1.000;2;match válido;Qwen3-1.7B
ID_1345781867765758;8;protein interactions;protein synthesis;0.778;1;match válido;Qwen3-1.7B
ID_1345781867765758;9;enzyme activity;protein synthesis (rej);0.638;0;sem match válido;Qwen3-1.7B
ID_1345781867765758;10;gene expression;number of genes;0.758;1;match válido;Qwen3-1.7B
ID_1345781867765758;11;fungal dimorphism;dimorphic fungus paracoccidioides (rej);0.714;0;sem match válido;Qwen3-1.7B
ID_1345781867765758;12;pathogenicity;human pathogenic fungus (rej);0.658;0;sem match válido;Qwen3-1.7B
ID_1345781867765758;13;antifungal compounds;polyvinylidene difluoride (rej);0.530;0;sem match válido;Qwen3-1.7B
ID_1345781867765758;14;immunology;immunological reactivity;0.803;1;match válido;Qwen3-1.7B
ID_1345781867765758;15;molecular characterization;amino acid sequence (rej);0.618;0;sem match válido;Qwen3-1.7B
ID_1345781867765758;16;proteomics;protein synthesis (rej);0.493;0;sem match válido;Qwen3-1.7B
ID_1345781867765758;17;cellular processes;protein synthesis (rej);0.505;0;sem match válido;Qwen3-1.7B
ID_1345781867765758;18;fungal physiology;human pathogenic fungus (rej);0.753;0;sem match válido;Qwen3-1.7B
ID_1345781867765758;19;microbiology;human pathogenic fungus (rej);0.609;0;sem match válido;Qwen3-1.7B
ID_1345781867765758;20;pathogenic fungi;human pathogenic fungus;0.926;2;match válido;Qwen3-1.7B
ID_7710344461864924;1;fitoterapia;phytotherapy;0.766;3;match válido;Qwen3-1.7B
ID_7710344461864924;2;reologia;preliminares de motilidade (rej);0.583;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;3;fitoquímica;químico e microbiológico (rej);0.730;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;4;antimicrobiana;antimicrobial activity;0.953;3;match válido;Qwen3-1.7B
ID_7710344461864924;5;antifúngica;antimicrobial activity (rej);0.725;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;6;antiseptica;antimicrobial activity (rej);0.757;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;7;antibacteriana;antimicrobial activity (rej);0.889;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;8;antioxidante;antioxidant activities;0.959;2;match válido;Qwen3-1.7B
ID_7710344461864924;9;antiparasitária;antimicrobial activity (rej);0.672;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;10;cosmetologia;pharmacopoeic (rej);0.428;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;11;extratos;solamargine (rej);0.675;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;12;sabonete;pulverizadas de endopleura (rej);0.516;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;13;formulacao;topical formulation (rej);0.714;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;14;qualidade;quality control (rej);0.749;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;15;anatomia;phytotherapic (rej);0.589;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;16;chamado;topical formulation (rej);0.499;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;17;cromatografia;mtt colorimetric (rej);0.524;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;18;saponinas;plant drug (rej);0.587;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;19;tanninas;total tanin content (rej);0.733;0;sem match válido;Qwen3-1.7B
ID_7710344461864924;20;flavonoides;total phenolic compounds (rej);0.501;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;1;Ant Colony Optimization;ant colony optimization;0.990;3;match válido;Qwen3-1.7B
ID_1840336983035010;2;Particle Swarm Optimization;multiple particle collision algorithm (rej);0.625;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;3;Inverse Problems;inverse problem;0.975;2;match válido;Qwen3-1.7B
ID_1840336983035010;4;Radiative Transfer;radiative transference problem;0.927;2;match válido;Qwen3-1.7B
ID_1840336983035010;5;Data Mining;job sequencing (rej);0.414;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;6;Optimization;optimization problem;0.932;3;match válido;Qwen3-1.7B
ID_1840336983035010;7;Stochastic Methods;stochastic programming;0.816;1;match válido;Qwen3-1.7B
ID_1840336983035010;8;Computational Intelligence;deterministic algorithms (rej);0.638;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;9;Metaphor;ética (rej);0.347;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;10;High Performance Computing;high performance computational environment;0.863;1;match válido;Qwen3-1.7B
ID_1840336983035010;11;Turbulence;dependent scattering albedo (rej);0.466;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;12;Fuzzy Systems;fuzzy ant colony (rej);0.456;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;13;Machine Learning;deterministic algorithms (rej);0.532;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;14;Pattern Recognition;pattern sequencing (rej);0.610;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;15;Algorithm Design;deterministic algorithms (rej);0.670;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;16;Control Systems;ordenamento parcial (rej);0.421;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;17;Signal Processing;multiple processors (rej);0.429;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;18;Numerical Methods;deterministic algorithms (rej);0.535;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;19;Inverse Problems Solving;inverse problem (rej);0.928;0;sem match válido;Qwen3-1.7B
ID_1840336983035010;20;Heat Transfer;radiative transference problem (rej);0.589;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;1;agricultura familiar;agricultura familiar;1.000;3;match válido;Qwen3-1.7B
ID_3051627641386529;2;agricultura brasileira;productive agricultural chains (rej);0.639;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;3;agronegocio;reforma agrária (rej);0.673;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;4;desenvolvimento rural;reforma agrária (rej);0.653;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;5;desenvolvimento regional;sustainable development (rej);0.554;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;6;semiarido brasileiro;structural adjustment (rej);0.202;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;7;pobreza rural;rural credit (rej);0.675;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;8;propriedade intelectual;propriedade intelectual;1.000;3;match válido;Qwen3-1.7B
ID_3051627641386529;9;biotecnologia;agricultural biotechnology;0.831;1;match válido;Qwen3-1.7B
ID_3051627641386529;10;inovacao tecnologica;inovações tecnológicas;0.989;2;match válido;Qwen3-1.7B
ID_3051627641386529;11;protecao de cultivares;risco agrícola (rej);0.669;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;12;sistema de inovacao;technological innovation;0.850;2;match válido;Qwen3-1.7B
ID_3051627641386529;13;politica agricola;reforma agrária;0.854;3;match válido;Qwen3-1.7B
ID_3051627641386529;14;direitos de autor;propriedade intelectual (rej);0.796;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;15;metodologia de avaliacao economica;gestão do risco (rej);0.453;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;16;experiencia internacional;human capital (rej);0.341;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;17;politica de articulacao;reforma agrária (rej);0.419;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;18;seguranca alimentar;agricultura familiar (rej);0.453;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;19;informacao aos consumidores;modern technology (rej);0.428;0;sem match válido;Qwen3-1.7B
ID_3051627641386529;20;freedom to operate;propriedade intelectual (rej);0.357;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;1;vaccinia virus;vaccinia virus;1.000;3;match válido;Qwen3-1.7B
ID_0218004426204544;2;herpes simplex virus;herpes simplex virus;1.000;3;match válido;Qwen3-1.7B
ID_0218004426204544;3;innate immunity;antiviral (rej);0.504;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;4;toll-like receptors;interferon humano (rej);0.322;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;5;immune response;antiviral activity (rej);0.603;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;6;cytokines;vaccinia and cowpox (rej);0.397;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;7;viral replication;viral replication;1.000;3;match válido;Qwen3-1.7B
ID_0218004426204544;8;chemokines;antiviral (rej);0.401;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;9;macrophages;zoonosis (rej);0.508;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;10;t-cell activation;antiviral activity (rej);0.342;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;11;interferon gamma;interferon;0.825;3;match válido;Qwen3-1.7B
ID_0218004426204544;12;neutrophils;interferon humano (rej);0.407;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;13;apoptosis;diagnosis (rej);0.387;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;14;virology;viremia;0.909;2;match válido;Qwen3-1.7B
ID_0218004426204544;15;molecular biology;phylogenetic analysis (rej);0.437;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;16;pathogenesis;virus (rej);0.602;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;17;dengue virus;dengue virus;1.000;3;match válido;Qwen3-1.7B
ID_0218004426204544;18;neuroinflammation;scleroderma (rej);0.557;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;19;biological processes;zoonosis (rej);0.363;0;sem match válido;Qwen3-1.7B
ID_0218004426204544;20;host immune response;antiviral activity (rej);0.581;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;1;prion;prion;1.000;3;match válido;Qwen3-1.7B
ID_2774467864626548;2;cellular prion protein;prion protein;0.942;3;match válido;Qwen3-1.7B
ID_2774467864626548;3;epilepsy;mesial temporal lobe epilepsy;0.885;1;match válido;Qwen3-1.7B
ID_2774467864626548;4;neuroplasticity;transmissible spongiform encephalopathies (rej);0.514;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;5;memory;memory;1.000;1;match válido;Qwen3-1.7B
ID_2774467864626548;6;neurodegeneration;rapidly progressive dementia (rej);0.617;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;7;neuroprotection;nervous system (rej);0.562;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;8;neurodevelopment;development (rej);0.504;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;9;neurotransmission;nervous system (rej);0.654;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;10;synaptic plasticity;synaptosomal glutamate transport (rej);0.654;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;11;cognitive function;cognitive performance;0.829;1;match válido;Qwen3-1.7B
ID_2774467864626548;12;neuroinflammation;transmissible spongiform encephalopathies (rej);0.649;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;13;neurodegenerative diseases;rapidly progressive dementia (rej);0.648;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;14;neuroimaging;nervous system (rej);0.551;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;15;molecular biology;protein gene variant (rej);0.528;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;16;genetics;protein gene variant (rej);0.632;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;17;protein interaction;stress-inducible protein (rej);0.695;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;18;protein expression;protein gene variant;0.800;2;match válido;Qwen3-1.7B
ID_2774467864626548;19;gene variant;protein gene variant (rej);0.784;0;sem match válido;Qwen3-1.7B
ID_2774467864626548;20;prion disease;prion diseases;0.989;3;match válido;Qwen3-1.7B
ID_0807993828734491;1;Wilson's disease;wilson's disease;0.968;2;match válido;Qwen3-1.7B
ID_0807993828734491;2;cognitive impairment;cognitive impairment;1.000;3;match válido;Qwen3-1.7B
ID_0807993828734491;3;neuropsychology;neuropsychological tests (rej);0.844;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;4;MRI;neuropsychological tests (rej);0.432;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;5;PET;diagnosis (rej);0.348;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;6;SPECT;tremor (rej);0.605;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;7;dementia;doença de alzheimer;0.868;3;match válido;Qwen3-1.7B
ID_0807993828734491;8;Alzheimer's disease;alzheimer's disease;0.988;3;match válido;Qwen3-1.7B
ID_0807993828734491;9;neuroimaging;neuropsychological tests (rej);0.686;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;10;neuropsychological assessment;neuropsychological tests;0.919;3;match válido;Qwen3-1.7B
ID_0807993828734491;11;cognitive testing;cognition (rej);0.702;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;12;functional assessment;cognition (rej);0.445;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;13;neurodegenerative diseases;alzheimer disease;0.767;3;match válido;Qwen3-1.7B
ID_0807993828734491;14;cerebrovascular disease;vascular dementia (rej);0.688;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;15;neurological disorders;neuropsychological tests (rej);0.674;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;16;clinical neuroscience;neuropsychological tests (rej);0.731;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;17;neuroimaging techniques;neuropsychological tests (rej);0.667;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;18;cortisol levels;stress (rej);0.376;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;19;prion disease;wilson's disease (rej);0.517;0;sem match válido;Qwen3-1.7B
ID_0807993828734491;20;familial prion disease;wilson's disease (rej);0.504;0;sem match válido;Qwen3-1.7B
ID_9335253053250984;1;placenta accreta;pregnancy (rej);0.617;0;sem match válido;Qwen3-1.7B
ID_9335253053250984;2;diastole zero;diabetes mellitus (rej);0.506;0;sem match válido;Qwen3-1.7B
ID_9335253053250984;3;diastole reversa;reversed end-diastolic velocity (rej);0.729;0;sem match válido;Qwen3-1.7B
ID_9335253053250984;4;cardiotocografia;cardiotocography;0.988;3;match válido;Qwen3-1.7B
ID_9335253053250984;5;dopplervelocimetria;dopplervelocimetry;0.939;3;match válido;Qwen3-1.7B
ID_9335253053250984;6;fetal heart rate;fetal heart rate;1.000;3;match válido;Qwen3-1.7B
ID_9335253053250984;7;fetal well-being;vitalidade fetal;0.754;3;match válido;Qwen3-1.7B
ID_9335253053250984;8;fetal growth;perfil biofísico fetal;0.812;3;match válido;Qwen3-1.7B
ID_9335253053250984;9;fetal monitoring;fetal surveillance;0.921;3;match válido;Qwen3-1.7B
ID_9335253053250984;10;maternal health;pregnancy (rej);0.735;0;sem match válido;Qwen3-1.7B
ID_9335253053250984;11;perinatal outcomes;perinatal outcome;0.989;3;match válido;Qwen3-1.7B
ID_9335253053250984;12;placental insufficiency;fetal distress (rej);0.662;0;sem match válido;Qwen3-1.7B
ID_9335253053250984;13;prenatal care;prenatal diagnosis (rej);0.805;0;sem match válido;Qwen3-1.7B
ID_9335253053250984;14;prenatal ultrasound;prenatal diagnosis (rej);0.801;0;sem match válido;Qwen3-1.7B
ID_9335253053250984;15;fetal acidemia;ii diabetic pregnancy (rej);0.660;0;sem match válido;Qwen3-1.7B
ID_9335253053250984;16;fetal movement;fetal heart rate (rej);0.769;0;sem match válido;Qwen3-1.7B
ID_9335253053250984;17;fetal distress;fetal distress;1.000;3;match válido;Qwen3-1.7B
ID_9335253053250984;18;fetal circulation;fetal circulation;1.000;3;match válido;Qwen3-1.7B
ID_9335253053250984;19;fetal hemodynamics;fetal circulation (rej);0.836;0;sem match válido;Qwen3-1.7B
ID_9335253053250984;20;fetal assessment;prenatal diagnosis;0.817;3;match válido;Qwen3-1.7B
ID_0232075212409214;1;doenca de lafora;síndrome de prader-willi (rej);0.417;0;sem match válido;Qwen3-1.7B
ID_0232075212409214;2;paraplegia espastica;neuromyelitis optica (rej);0.548;0;sem match válido;Qwen3-1.7B
ID_0232075212409214;3;sindrome de rett;rett syndrome;0.834;3;match válido;Qwen3-1.7B
ID_0232075212409214;4;neurodegenerative disorders;doença de alzheimer (rej);0.720;0;sem match válido;Qwen3-1.7B
ID_0232075212409214;5;genetica;x-linked inheritance (rej);0.469;0;sem match válido;Qwen3-1.7B
ID_0232075212409214;6;neurologia;neuromyelitis optica (rej);0.703;0;sem match válido;Qwen3-1.7B
ID_0232075212409214;7;doenca de alzheimer;doença de alzheimer;0.963;2;match válido;Qwen3-1.7B
ID_0232075212409214;8;neuroimagem;neuromyelitis optica;0.781;3;match válido;Qwen3-1.7B
ID_0232075212409214;9;neurologia infantil;neuromyelitis optica (rej);0.617;0;sem match válido;Qwen3-1.7B
ID_0232075212409214;10;;;;;;Qwen3-1.7B
ID_0232075212409214;11;;;;;;Qwen3-1.7B
ID_0232075212409214;12;;;;;;Qwen3-1.7B
ID_0232075212409214;13;;;;;;Qwen3-1.7B
ID_0232075212409214;14;;;;;;Qwen3-1.7B
ID_0232075212409214;15;;;;;;Qwen3-1.7B
ID_0232075212409214;16;;;;;;Qwen3-1.7B
ID_0232075212409214;17;;;;;;Qwen3-1.7B
ID_0232075212409214;18;;;;;;Qwen3-1.7B
ID_0232075212409214;19;;;;;;Qwen3-1.7B
ID_0232075212409214;20;;;;;;Qwen3-1.7B
ID_5393628668007180;1;chromosome abnormalities;chromosome (rej);0.863;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;2;fragile x syndrome;fragile x syndrome;1.000;3;match válido;Qwen3-1.7B
ID_5393628668007180;3;chromosomal duplication;x-chromosome duplication;0.904;2;match válido;Qwen3-1.7B
ID_5393628668007180;4;chromosomal deletion;chromosome (rej);0.775;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;5;copy number variation;x-chromosome duplication (rej);0.397;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;6;genetic counseling;chromosome (rej);0.511;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;7;cytogenetics;fragile x chromosomes (rej);0.540;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;8;gene mutations;full mutation;0.764;3;match válido;Qwen3-1.7B
ID_5393628668007180;9;karyotype analysis;chromosome (rej);0.488;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;10;molecular genetics;chromosome (rej);0.681;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;11;somatic mutations;full mutation (rej);0.678;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;12;chromosomal rearrangement;chromosome (rej);0.837;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;13;gene expression;chromosome (rej);0.617;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;14;chromosomal instability;fragile x chromosomes;0.844;2;match válido;Qwen3-1.7B
ID_5393628668007180;15;genetic diversity;chromosome (rej);0.615;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;16;population genetics;chromosome (rej);0.626;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;17;cis-acting elements;fragile x premutation (rej);0.397;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;18;chromosome mapping;chromosome;0.874;2;match válido;Qwen3-1.7B
ID_5393628668007180;19;gene dosage effects;whole-genome array-cgh screening (rej);0.469;0;sem match válido;Qwen3-1.7B
ID_5393628668007180;20;genetic linkage;chromosome (rej);0.645;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;1;quimica do solo;aqueous extractives (rej);0.591;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;2;solos tropicais;bauhinia monandra (rej);0.529;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;3;fisiologia vegetal;extracts of phyllanthus (rej);0.664;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;4;fitoterapia;similar medicines (rej);0.618;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;5;farmacologia;similar medicines (rej);0.798;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;6;biologia celular;xylan microcapsules (rej);0.442;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;7;fisiologia animal;similar medicines (rej);0.328;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;8;análise química;aqueous extractives (rej);0.595;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;9;farmacologia de medicamentos;similar medicines;0.822;1;match válido;Qwen3-1.7B
ID_4290808161139329;10;análise de dados;evaluate analytical procedures (rej);0.667;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;11;estudos de caso;evaluate analytical procedures (rej);0.473;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;12;estudos de toxicidade;similar medicines (rej);0.424;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;13;estudos de biologia;turnera ulmifolia (rej);0.403;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;14;estudos de química;aqueous extractives (rej);0.540;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;15;estudos de farmacologia;similar medicines (rej);0.770;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;16;estudos de química aplicada;aqueous extractives (rej);0.557;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;17;estudos de biologia vegetal;extracts of phyllanthus (rej);0.674;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;18;estudos de microbiologia;xylan microcapsules (rej);0.385;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;19;estudos de farmacologia de medicamentos;similar medicines (rej);0.784;0;sem match válido;Qwen3-1.7B
ID_4290808161139329;20;estudos de toxicologia;herbal drugs (rej);0.466;0;sem match válido;Qwen3-1.7B
ID_3296934538404596;1;magnetismo;magnetic irreversibility;0.776;3;match válido;Qwen3-1.7B
