Autor;nDCG@10;nDCG@20;Precision@5;Precision@10;Precision@20;Recall@5;Recall@10;Recall@20;MAP@10;Coverage@10;Diversity@10;MAP@20;Coverage@20;Diversity@20;Match_Valido@10;Match_Valido@20;Modelo
ID_9335253053250984;0.6530;0.4926;0.6000;0.6000;0.4000;0.1071;0.2143;0.2857;0.1573;0.5905;0.6207;6;8;0.1931;0.6490;0.6690;Qwen3.5-4B
ID_0232075212409214;0.2201;0.1941;0.2000;0.1000;0.1000;0.0476;0.0476;0.0952;0.0476;0.1114;0.6966;1;2;0.0549;0.1378;0.7156;Qwen3.5-4B
ID_5393628668007180;0.2873;0.2283;0.4000;0.3000;0.2000;0.1000;0.1500;0.2000;0.0631;0.3165;0.7039;4;5;0.0798;0.3772;0.6660;Qwen3.5-4B
ID_4290808161139329;0.0000;0.0279;0.0000;0.0000;0.0500;0.0000;0.0000;0.0476;0.0000;0.0340;0.6563;0;3;0.0040;0.0892;0.6914;Qwen3.5-4B
ID_3296934538404596;0.3149;0.2911;0.4000;0.2000;0.1500;0.0952;0.0952;0.1429;0.0714;0.4083;0.6212;2;3;0.0810;0.4317;0.6742;Qwen3.5-4B
ID_6231675319360093;0.1208;0.1208;0.0000;0.1000;0.0500;0.0000;0.2000;0.2000;0.0333;0.5423;0.6237;1;1;0.0333;0.5423;0.6371;Qwen3.5-4B
ID_6284168579617066;0.5174;0.3702;0.6000;0.4000;0.2500;0.1304;0.1739;0.2174;0.1370;0.2937;0.7361;4;5;0.1525;0.3738;0.6931;Qwen3.5-4B
ID_9848311210578810;0.4558;0.4232;0.6000;0.5000;0.4500;0.0652;0.1087;0.1957;0.0581;0.2774;0.7263;5;9;0.1100;0.3100;0.7186;Qwen3.5-4B
ID_5768000922241088;0.6542;0.6061;0.4000;0.4000;0.3500;0.1176;0.2353;0.4118;0.1632;0.3154;0.7102;7;11;0.2451;0.3391;0.7404;Qwen3.5-4B
ID_2647529909397336;0.0528;0.0490;0.2000;0.1000;0.0500;0.0385;0.0385;0.0385;0.0096;0.1884;0.7285;2;3;0.0096;0.2371;0.7270;Qwen3.5-4B
ID_1779931169656381;0.0636;0.0411;0.0000;0.1000;0.0500;0.0000;0.0303;0.0303;0.0030;0.1552;0.7067;1;1;0.0030;0.2179;0.6598;Qwen3.5-4B
ID_1036046601275319;0.1420;0.1010;0.4000;0.2000;0.1000;0.0667;0.0667;0.0667;0.0278;0.2032;0.7095;2;3;0.0278;0.2789;0.6851;Qwen3.5-4B
ID_3929176117729138;0.1009;0.1112;0.2000;0.1000;0.1000;0.0714;0.0714;0.1429;0.0143;0.1914;0.6502;1;2;0.0245;0.2015;0.7188;Qwen3.5-4B
ID_2123038879875164;0.6152;0.4366;1.0000;0.7000;0.4000;0.1316;0.1842;0.2105;0.1675;0.4057;0.6355;7;8;0.1867;0.4645;0.7125;Qwen3.5-4B
ID_3964840204818021;0.3616;0.3387;0.6000;0.4000;0.3500;0.0714;0.0952;0.1667;0.0813;0.6083;0.7119;4;7;0.1084;0.6242;0.7197;Qwen3.5-4B
ID_9867636928092492;0.3768;0.2807;0.6000;0.4000;0.2000;0.1071;0.1429;0.1429;0.1310;0.5197;0.7481;4;5;0.1310;0.5342;0.7896;Qwen3.5-4B
ID_0144465590218939;0.2929;0.4141;0.4000;0.2000;0.3500;0.1000;0.1000;0.3500;0.0750;0.2727;0.7038;3;8;0.1526;0.2909;0.7569;Qwen3.5-4B
ID_0932900035896817;0.4480;0.2946;0.4000;0.4000;0.2000;0.0952;0.1905;0.1905;0.1109;0.1864;0.5963;4;4;0.1109;0.2388;0.6885;Qwen3.5-4B
ID_0041995572099705;0.0365;0.1210;0.2000;0.1000;0.1500;0.0333;0.0333;0.1000;0.0067;0.0582;0.7704;1;4;0.0199;0.2495;0.7457;Qwen3.5-4B
ID_0061106995455595;0.2370;0.1816;0.2000;0.2000;0.1000;0.0385;0.0769;0.0769;0.0302;0.1171;0.6230;4;4;0.0302;0.1456;0.6624;Qwen3.5-4B
ID_0128404227626176;0.1682;0.2820;0.2000;0.2000;0.4000;0.0175;0.0351;0.1404;0.0094;0.3684;0.5560;2;8;0.0445;0.4474;0.6203;Qwen3.5-4B
ID_0161925591909696;0.4124;0.3082;0.6000;0.4000;0.2500;0.0938;0.1250;0.1562;0.0760;0.5084;0.6387;4;5;0.0872;0.5253;0.6356;Qwen3.5-4B
ID_0174325304693036;0.2109;0.2033;0.6000;0.4000;0.3000;0.0625;0.0833;0.1250;0.0483;0.1745;0.6834;4;6;0.0655;0.2618;0.7252;Qwen3.5-4B
ID_0189095897739979;0.4517;0.5396;0.4000;0.5000;0.6000;0.0588;0.1471;0.3529;0.0773;0.1310;0.5977;5;12;0.1956;0.1825;0.5919;Qwen3.5-4B
ID_0229339143607870;0.5638;0.4516;0.8000;0.4000;0.3500;0.1143;0.1143;0.2000;0.1143;0.3025;0.6430;4;7;0.1516;0.3613;0.6589;Qwen3.5-4B
ID_0278717765065500;0.2929;0.2262;0.4000;0.3000;0.1500;0.0909;0.1364;0.1364;0.0928;0.1781;0.6944;3;3;0.0928;0.2137;0.7173;Qwen3.5-4B
ID_0482551013400931;0.4422;0.3006;0.6000;0.5000;0.3000;0.0588;0.0980;0.1176;0.0600;0.5007;0.5734;5;6;0.0678;0.5339;0.6485;Qwen3.5-4B
ID_0486569206159968;0.7456;0.4982;1.0000;0.7000;0.4000;0.1389;0.1944;0.2222;0.1792;0.7552;0.5503;7;8;0.1994;0.7967;0.6105;Qwen3.5-4B
ID_0509655225224036;0.1682;0.2208;0.2000;0.2000;0.2500;0.0455;0.0909;0.2273;0.0244;0.1044;0.7194;2;5;0.0639;0.2143;0.7916;Qwen3.5-4B
ID_0516941410000104;0.3389;0.3100;0.6000;0.5000;0.3000;0.1875;0.3125;0.3750;0.1644;0.4200;0.4470;5;8;0.1841;0.4800;0.5647;Qwen3.5-4B
ID_0530966378411625;0.0732;0.0576;0.2000;0.2000;0.1000;0.0400;0.0800;0.0800;0.0160;0.2593;0.7814;3;3;0.0160;0.3210;0.7408;Qwen3.5-4B
ID_0535860239259102;0.3410;0.3354;0.6000;0.4000;0.3000;0.1304;0.1739;0.2609;0.1413;0.3832;0.6826;5;7;0.1699;0.4299;0.6590;Qwen3.5-4B
ID_0578253829444920;0.2557;0.2182;0.6000;0.5000;0.3000;0.1200;0.2000;0.2400;0.1579;0.2291;0.7329;5;6;0.1699;0.2655;0.7127;Qwen3.5-4B
ID_0676101131499422;0.6064;0.5323;0.8000;0.4000;0.2000;0.2353;0.2353;0.2353;0.2088;0.7590;0.5996;6;11;0.2088;0.7818;0.5772;Qwen3.5-4B
ID_0766735065718186;0.5720;0.3974;0.6000;0.5000;0.3500;0.0682;0.1136;0.1591;0.0975;0.6221;0.6930;5;7;0.1131;0.6584;0.6530;Qwen3.5-4B
ID_0848413770343284;0.7084;0.4619;0.8000;0.6000;0.3000;0.1739;0.2609;0.2609;0.2391;0.1535;0.7036;6;7;0.2391;0.1909;0.7557;Qwen3.5-4B
ID_0973550817356564;0.2010;0.2737;0.6000;0.3000;0.3000;0.0811;0.0811;0.1622;0.0811;0.4970;0.7128;3;6;0.1074;0.5347;0.7230;Qwen3.5-4B
ID_0976385386657517;0.2196;0.1865;0.4000;0.3000;0.2000;0.0714;0.1071;0.1429;0.0595;0.5621;0.6089;3;5;0.0679;0.6036;0.6095;Qwen3.5-4B
ID_1041565102315246;0.5068;0.3644;0.8000;0.5000;0.3000;0.1481;0.1852;0.2222;0.1716;0.5939;0.6109;5;6;0.1887;0.7182;0.6203;Qwen3.5-4B
ID_1077091269921532;0.4995;0.4985;1.0000;0.7000;0.4500;0.1724;0.2414;0.3103;0.2224;0.3571;0.6682;7;9;0.2682;0.4015;0.6832;Qwen3.5-4B
ID_1264299192805866;0.2332;0.2022;0.4000;0.2000;0.1500;0.0690;0.0690;0.1034;0.0690;0.1249;0.7896;2;3;0.0764;0.1766;0.7272;Qwen3.5-4B
ID_1305553577433058;0.4438;0.3741;0.6000;0.5000;0.4000;0.0577;0.0962;0.1538;0.0700;0.2541;0.5992;5;8;0.0994;0.2637;0.6433;Qwen3.5-4B
ID_1325667605623244;0.6804;0.5990;1.0000;0.6000;0.5500;0.1111;0.1333;0.2444;0.1302;0.3357;0.5790;6;11;0.2001;0.4301;0.6760;Qwen3.5-4B
ID_1351748125964309;0.3194;0.2670;0.6000;0.3000;0.2000;0.1200;0.1200;0.1600;0.0707;0.2336;0.5999;3;4;0.0852;0.3131;0.6058;Qwen3.5-4B
ID_1409367562944345;0.4270;0.3295;0.6000;0.5000;0.2500;0.2000;0.3333;0.3333;0.1670;0.2757;0.5176;5;5;0.1670;0.2851;0.6588;Qwen3.5-4B
ID_1443260585180322;0.6995;0.5172;0.8000;0.6000;0.4000;0.0952;0.1429;0.1905;0.1260;0.4527;0.7331;6;8;0.1448;0.4653;0.6725;Qwen3.5-4B
ID_1569228929685657;0.7758;0.6277;0.8000;0.7000;0.5500;0.1600;0.2800;0.4400;0.2446;0.2627;0.6168;8;13;0.3448;0.3490;0.7085;Qwen3.5-4B
ID_1572504650930605;0.5447;0.4701;0.4000;0.5000;0.3500;0.1053;0.2632;0.3684;0.1805;0.0987;0.6408;6;8;0.2220;0.1590;0.6640;Qwen3.5-4B
ID_1588571859201066;0.6332;0.4785;0.8000;0.5000;0.3500;0.0909;0.1136;0.1591;0.1051;0.6055;0.6015;5;7;0.1237;0.6170;0.6999;Qwen3.5-4B
ID_1608166528142462;0.5225;0.5382;0.6000;0.4000;0.3000;0.2143;0.2857;0.4286;0.2333;0.3193;0.6598;4;6;0.2874;0.3900;0.7049;Qwen3.5-4B
ID_1608252203113404;0.5606;0.4433;0.6000;0.5000;0.4500;0.0625;0.1042;0.1875;0.0723;0.4737;0.6517;5;9;0.1139;0.5011;0.6637;Qwen3.5-4B
ID_1608392890165390;0.4214;0.4327;0.6000;0.3000;0.2000;0.2143;0.2143;0.2857;0.2143;0.4641;0.8101;3;4;0.2363;0.6732;0.6926;Qwen3.5-4B
ID_1682621160901140;0.4153;0.2836;0.6000;0.3000;0.2000;0.0682;0.0682;0.0909;0.0515;0.1875;0.6863;3;4;0.0580;0.2975;0.7369;Qwen3.5-4B
ID_1684574356606924;0.5948;0.4737;1.0000;0.5000;0.3000;0.3125;0.3125;0.3750;0.3125;0.1205;0.6439;5;6;0.3466;0.1408;0.7283;Qwen3.5-4B
ID_1727283700680766;0.3124;0.3474;0.6000;0.4000;0.3000;0.1765;0.2353;0.3529;0.2000;0.2692;0.6155;5;9;0.2463;0.3013;0.6295;Qwen3.5-4B
ID_1827829018668226;0.4646;0.4518;0.4000;0.5000;0.4500;0.0667;0.1667;0.3000;0.1121;0.4964;0.5976;5;9;0.1689;0.5182;0.6644;Qwen3.5-4B
ID_1878688743763378;0.4153;0.3715;0.6000;0.3000;0.3000;0.1111;0.1111;0.2222;0.0840;0.2277;0.6258;3;6;0.1172;0.4257;0.6025;Qwen3.5-4B
ID_1885766127325722;0.2793;0.2328;0.2000;0.1000;0.0500;0.0476;0.0476;0.0476;0.0476;0.1053;0.6937;2;4;0.0476;0.4019;0.6546;Qwen3.5-4B
ID_1973878827354750;0.2585;0.2035;0.4000;0.4000;0.2000;0.0571;0.1143;0.1143;0.0495;0.3504;0.6284;4;4;0.0495;0.4072;0.6338;Qwen3.5-4B
ID_1988378870316115;0.1019;0.1472;0.2000;0.1000;0.1500;0.0476;0.0476;0.1429;0.0476;0.2258;0.8029;1;3;0.0629;0.4194;0.7964;Qwen3.5-4B
ID_2129963760543898;0.4000;0.3698;0.6000;0.3000;0.3000;0.1200;0.1200;0.2400;0.0840;0.6677;0.7056;3;6;0.1211;0.6923;0.7529;Qwen3.5-4B
ID_2145668168587564;0.2431;0.3332;0.4000;0.3000;0.4000;0.0690;0.1034;0.2759;0.0586;0.2152;0.6828;3;8;0.1266;0.6203;0.6738;Qwen3.5-4B
ID_2209576799096027;0.5385;0.4779;0.4000;0.4000;0.2000;0.1538;0.3077;0.3077;0.2103;0.6884;0.5770;9;10;0.2103;0.6918;0.7323;Qwen3.5-4B
ID_2220699289355930;0.2788;0.2154;0.6000;0.4000;0.2000;0.1250;0.1667;0.1667;0.1083;0.3973;0.6932;6;6;0.1083;0.4375;0.6767;Qwen3.5-4B
ID_2275032719586397;0.3668;0.2840;0.4000;0.4000;0.2500;0.0741;0.1481;0.1852;0.0677;0.7766;0.6747;4;6;0.0801;0.8191;0.7156;Qwen3.5-4B
ID_2324159515825927;0.5326;0.4089;0.6000;0.4000;0.3000;0.0750;0.1000;0.1500;0.0850;0.3348;0.7014;4;6;0.0991;0.3596;0.7072;Qwen3.5-4B
ID_2482060270236527;0.2799;0.2312;0.6000;0.3000;0.1500;0.1500;0.1500;0.1500;0.1300;0.2518;0.7317;3;4;0.1300;0.2950;0.7218;Qwen3.5-4B
ID_2554853704952225;0.3149;0.2701;0.4000;0.2000;0.2000;0.0455;0.0455;0.0909;0.0341;0.1711;0.7462;2;4;0.0429;0.2000;0.7444;Qwen3.5-4B
ID_2627414712422817;0.1737;0.1677;0.2000;0.2000;0.1500;0.0357;0.0714;0.1071;0.0190;0.1710;0.6917;2;7;0.0280;0.1917;0.7739;Qwen3.5-4B
ID_2636111337875377;0.8007;0.5611;1.0000;0.7000;0.4000;0.2000;0.2800;0.3200;0.2800;0.3488;0.6481;7;9;0.3091;0.3594;0.6787;Qwen3.5-4B
ID_2653769170795641;0.0784;0.0961;0.0000;0.1000;0.1000;0.0000;0.0385;0.0769;0.0064;0.1902;0.8021;1;2;0.0103;0.2500;0.7635;Qwen3.5-4B
ID_2791913950833163;0.4455;0.3789;0.6000;0.5000;0.3000;0.1579;0.2632;0.3158;0.1836;0.2444;0.7077;7;8;0.2079;0.2990;0.6706;Qwen3.5-4B
ID_2850235880560929;0.5389;0.4309;0.8000;0.4000;0.3000;0.1538;0.1538;0.2308;0.1365;0.4458;0.6113;4;6;0.1638;0.6205;0.6911;Qwen3.5-4B
ID_2851798514812201;0.4284;0.2872;0.4000;0.3000;0.1500;0.0870;0.1304;0.1304;0.1033;0.4346;0.6384;3;3;0.1033;0.4487;0.7125;Qwen3.5-4B
ID_3085057149388157;0.6372;0.4849;0.8000;0.5000;0.3500;0.0909;0.1136;0.1591;0.1071;0.4676;0.6389;5;7;0.1290;0.4761;0.6589;Qwen3.5-4B
ID_3091742095568302;0.3432;0.3344;0.4000;0.3000;0.3500;0.0625;0.0938;0.2188;0.0719;0.0793;0.6869;3;7;0.1161;0.1034;0.7036;Qwen3.5-4B
ID_3125269649173653;0.5854;0.4162;0.8000;0.6000;0.3500;0.1429;0.2143;0.2500;0.1880;0.5590;0.7415;6;7;0.2088;0.6205;0.7104;Qwen3.5-4B
ID_3150074537946167;0.6051;0.6209;0.4000;0.4000;0.3000;0.2500;0.5000;0.7500;0.3244;0.5341;0.6623;7;10;0.4129;0.7727;0.6666;Qwen3.5-4B
ID_3150103492877008;0.2016;0.2258;0.2000;0.3000;0.2500;0.0435;0.1304;0.2174;0.0399;0.0952;0.4938;3;5;0.0650;0.2109;0.6491;Qwen3.5-4B
ID_3222014752923501;0.3708;0.3078;0.6000;0.3000;0.2000;0.1364;0.1364;0.1818;0.1098;0.2583;0.7396;3;4;0.1194;0.3690;0.7219;Qwen3.5-4B
ID_3325984959083987;0.7490;0.6379;0.8000;0.6000;0.3000;0.2667;0.4000;0.4000;0.3367;0.7944;0.1867;7;7;0.3367;0.7944;0.1867;Qwen3.5-4B
ID_3340828165410597;0.0000;0.0364;0.0000;0.0000;0.0500;0.0000;0.0000;0.0417;0.0000;0.5479;0.5068;0;1;0.0030;0.5612;0.5937;Qwen3.5-4B
ID_3347815035685882;0.2217;0.2117;0.2000;0.2000;0.1500;0.0556;0.1111;0.1667;0.0437;0.4859;0.5621;3;5;0.0575;0.5181;0.5896;Qwen3.5-4B
ID_3387018530825694;0.2044;0.2249;0.4000;0.2000;0.2000;0.1053;0.1053;0.2105;0.0877;0.3763;0.6353;2;4;0.1171;0.4278;0.6272;Qwen3.5-4B
ID_3427260889880733;0.7036;0.6114;0.8000;0.6000;0.3000;0.3077;0.4615;0.4615;0.3966;0.3913;0.3065;7;8;0.3966;0.4293;0.6222;Qwen3.5-4B
ID_3445472713137548;0.3611;0.3402;0.4000;0.2000;0.1000;0.2000;0.2000;0.2000;0.2000;0.1376;0.5275;3;3;0.2000;0.1685;0.6067;Qwen3.5-4B
ID_3729715298008025;0.2908;0.2259;0.2000;0.3000;0.2000;0.0345;0.1034;0.1379;0.0573;0.3535;0.6825;4;6;0.0649;0.3688;0.7461;Qwen3.5-4B
ID_3738807633557034;0.3474;0.3688;0.6000;0.5000;0.4000;0.1429;0.2381;0.3810;0.1476;0.6636;0.5786;7;11;0.2041;0.8037;0.6093;Qwen3.5-4B
ID_3837157956819433;0.6727;0.5101;0.6000;0.7000;0.4500;0.1154;0.2692;0.3462;0.1793;0.6336;0.5646;7;9;0.2320;0.6456;0.5475;Qwen3.5-4B
ID_3870300970951275;0.5082;0.4179;0.4000;0.4000;0.3500;0.0606;0.1212;0.2121;0.0727;0.4386;0.5159;8;11;0.1125;0.5789;0.5190;Qwen3.5-4B
ID_3919711591553904;0.5793;0.3739;0.8000;0.5000;0.2500;0.0952;0.1190;0.1190;0.1151;0.4719;0.6136;5;5;0.1151;0.4731;0.6623;Qwen3.5-4B
ID_3971396576832634;0.3437;0.3192;0.6000;0.3000;0.2500;0.1200;0.1200;0.2000;0.0767;0.5749;0.5957;3;7;0.0973;0.6908;0.6052;Qwen3.5-4B
ID_3977660018939385;0.1331;0.1676;0.0000;0.2000;0.2500;0.0000;0.0625;0.1562;0.0102;0.1056;0.6884;2;5;0.0312;0.2687;0.7026;Qwen3.5-4B
ID_4061301060228632;0.2122;0.1886;0.2000;0.2000;0.2000;0.0400;0.0800;0.1600;0.0314;0.4255;0.6063;2;4;0.0469;0.4574;0.6492;Qwen3.5-4B
ID_4139866243228811;0.2369;0.2236;0.2000;0.3000;0.2500;0.0303;0.0909;0.1515;0.0291;0.3814;0.7031;3;5;0.0468;0.4423;0.6713;Qwen3.5-4B
ID_4149038575526706;0.1432;0.1742;0.6000;0.3000;0.3000;0.0833;0.0833;0.1667;0.0491;0.2612;0.6617;3;6;0.0802;0.3060;0.6845;Qwen3.5-4B
ID_4186411197580812;0.6639;0.4980;0.6000;0.7000;0.4500;0.0811;0.1892;0.2432;0.1553;0.5538;0.5561;7;9;0.1841;0.6201;0.5770;Qwen3.5-4B
ID_4296348942225215;0.5509;0.6499;0.2000;0.1000;0.1000;0.5000;0.5000;1.0000;0.5000;0.3973;0.8051;3;4;0.5500;0.4521;0.7720;Qwen3.5-4B
ID_4482652690766445;0.6201;0.5496;0.8000;0.6000;0.5000;0.0769;0.1154;0.1923;0.1018;0.2736;0.7318;6;10;0.1514;0.3849;0.7325;Qwen3.5-4B
ID_4585253466628293;0.0951;0.0961;0.0000;0.2000;0.1500;0.0000;0.0645;0.0968;0.0111;0.1766;0.8179;2;3;0.0171;0.2592;0.8061;Qwen3.5-4B
ID_4621534549550979;0.3527;0.3687;0.4000;0.4000;0.4000;0.0541;0.1081;0.2162;0.0495;0.3963;0.6562;4;8;0.0943;0.4165;0.7104;Qwen3.5-4B
ID_4639530865431823;0.8512;0.5905;0.8000;0.8000;0.4500;0.1212;0.2424;0.2727;0.2259;0.4909;0.7977;8;10;0.2454;0.5939;0.8036;Qwen3.5-4B
ID_4656875806985353;0.0000;0.0742;0.0000;0.0000;0.1500;0.0000;0.0000;0.0789;0.0000;0.0690;0.7917;0;4;0.0095;0.4138;0.8186;Qwen3.5-4B
ID_4702999283260777;0.4855;0.3840;0.4000;0.5000;0.3500;0.0488;0.1220;0.1707;0.0749;0.2550;0.6670;5;7;0.0956;0.3756;0.6916;Qwen3.5-4B
ID_4703015447173949;0.4809;0.4540;1.0000;0.6000;0.4000;0.1923;0.2308;0.3077;0.2179;0.3196;0.5778;6;8;0.2577;0.4338;0.5760;Qwen3.5-4B
ID_4720283421615359;0.5345;0.4091;0.8000;0.5000;0.4000;0.0870;0.1087;0.1739;0.1051;0.1902;0.7270;5;8;0.1345;0.2487;0.7347;Qwen3.5-4B
ID_4739118307577897;0.5837;0.4328;0.8000;0.7000;0.4500;0.1000;0.1750;0.2250;0.1240;0.5200;0.5897;7;10;0.1501;0.5333;0.6091;Qwen3.5-4B
ID_4751064542106755;0.4874;0.3945;0.8000;0.6000;0.3000;0.2500;0.3750;0.3750;0.2754;0.2533;0.8417;6;6;0.2754;0.3333;0.7698;Qwen3.5-4B
ID_4765080870408661;0.4762;0.4285;0.6000;0.4000;0.4000;0.0811;0.1081;0.2162;0.0808;0.0818;0.7849;5;9;0.1273;0.1132;0.7557;Qwen3.5-4B
ID_4824419385318370;0.4467;0.3363;0.8000;0.4000;0.3000;0.1212;0.1212;0.1818;0.1212;0.2119;0.7394;4;6;0.1402;0.2292;0.6928;Qwen3.5-4B
ID_4940933921005830;0.5654;0.5121;0.4000;0.5000;0.4500;0.0541;0.1351;0.2432;0.0927;0.6684;0.5569;5;9;0.1516;0.7613;0.5892;Qwen3.5-4B
ID_5012323059073352;0.5654;0.5147;0.4000;0.5000;0.4500;0.0625;0.1562;0.2812;0.1071;0.6044;0.5488;5;9;0.1790;0.6154;0.6120;Qwen3.5-4B
ID_5349740107277233;0.4467;0.4299;0.6000;0.4000;0.3000;0.1111;0.1481;0.2222;0.1276;0.2500;0.7426;5;7;0.1575;0.3421;0.7428;Qwen3.5-4B
ID_5379515759830546;0.0931;0.0909;0.2000;0.2000;0.1500;0.0417;0.0833;0.1250;0.0347;0.1613;0.6928;2;3;0.0451;0.2621;0.7187;Qwen3.5-4B
ID_5465930712415985;0.1538;0.2423;0.4000;0.2000;0.3000;0.0571;0.0571;0.1714;0.0571;0.4876;0.5690;2;6;0.0940;0.5041;0.5753;Qwen3.5-4B
ID_5486280310533660;0.6108;0.5025;0.6000;0.6000;0.5000;0.0789;0.1579;0.2632;0.1350;0.3918;0.6277;6;10;0.2022;0.4269;0.6581;Qwen3.5-4B
ID_5605590098640584;0.2835;0.2085;0.6000;0.4000;0.2500;0.1000;0.1333;0.1667;0.0829;0.5877;0.5884;4;6;0.0968;0.6588;0.6033;Qwen3.5-4B
ID_5719239270509869;0.2494;0.3085;0.4000;0.3000;0.3500;0.0357;0.0536;0.1250;0.0183;0.4075;0.6579;3;7;0.0471;0.4473;0.6558;Qwen3.5-4B
ID_5759795720652106;0.2392;0.3488;0.6000;0.5000;0.5000;0.1034;0.1724;0.3448;0.1194;0.4068;0.6750;5;10;0.2081;0.5028;0.6714;Qwen3.5-4B
ID_5822763057370791;0.0000;0.2111;0.0000;0.0000;0.2500;0.0000;0.0000;0.2000;0.0000;0.0330;0.7796;0;5;0.0395;0.5549;0.8204;Qwen3.5-4B
ID_5871402136758674;0.0372;0.0715;0.0000;0.1000;0.1500;0.0000;0.0435;0.1304;0.0062;0.4000;0.7968;1;3;0.0193;0.6727;0.7574;Qwen3.5-4B
ID_5877415967509579;0.0000;0.1245;0.0000;0.0000;0.1000;0.0000;0.0000;0.1667;0.0000;0.0292;0.7543;0;2;0.0204;0.4015;0.7378;Qwen3.5-4B
ID_5942068988379022;0.2407;0.2117;0.6000;0.3000;0.2000;0.1000;0.1000;0.1333;0.0589;0.2589;0.6410;4;5;0.0659;0.3063;0.6896;Qwen3.5-4B
ID_6009627088282581;0.1018;0.1523;0.0000;0.2000;0.2000;0.0000;0.0690;0.1379;0.0126;0.4295;0.6300;2;4;0.0335;0.6090;0.6166;Qwen3.5-4B
ID_6072065135325168;0.3291;0.3210;0.2000;0.3000;0.3000;0.0303;0.0909;0.1818;0.0480;0.1250;0.5749;4;7;0.0795;0.1429;0.6360;Qwen3.5-4B
ID_6170215694392885;0.6480;0.4803;1.0000;0.6000;0.4500;0.1515;0.1818;0.2727;0.1818;0.0992;0.7278;6;9;0.2221;0.1410;0.7694;Qwen3.5-4B
ID_6249814039461102;0.3223;0.3284;0.4000;0.3000;0.3000;0.0800;0.1200;0.2400;0.0638;0.4265;0.7475;3;6;0.1122;0.5331;0.7225;Qwen3.5-4B
ID_6266684004174408;0.2759;0.1781;0.4000;0.4000;0.2000;0.0588;0.1176;0.1176;0.0432;0.6822;0.6612;4;4;0.0432;0.6822;0.6617;Qwen3.5-4B
ID_6286838179330044;0.4690;0.4388;0.6000;0.3000;0.2500;0.1111;0.1111;0.1852;0.1111;0.2562;0.5415;3;5;0.1291;0.2893;0.6352;Qwen3.5-4B
ID_6328263723211152;0.5541;0.4953;0.8000;0.4000;0.4000;0.1081;0.1081;0.2162;0.1027;0.5961;0.6381;4;8;0.1443;0.6805;0.6597;Qwen3.5-4B
ID_6378129193246016;0.2876;0.3277;0.4000;0.3000;0.3500;0.0465;0.0698;0.1628;0.0279;0.2079;0.4002;3;7;0.0609;0.2198;0.3905;Qwen3.5-4B
ID_6425044612146340;0.1535;0.1440;0.2000;0.2000;0.1500;0.0312;0.0625;0.0938;0.0382;0.6256;0.6655;2;3;0.0467;0.6621;0.6495;Qwen3.5-4B
ID_6509414402989975;0.2141;0.1852;0.0000;0.3000;0.1500;0.0000;0.2000;0.2000;0.0500;0.3821;0.6863;3;4;0.0500;0.4715;0.7299;Qwen3.5-4B
ID_6564076531735310;0.4664;0.3190;0.8000;0.5000;0.2500;0.1053;0.1316;0.1316;0.1199;0.6037;0.7170;5;5;0.1199;0.6220;0.7200;Qwen3.5-4B
