Autor;Rank;Tag_Predita;Melhor_Match_Gabarito;Similaridade;Peso;Match_Status;Modelo
ID_3296934538404596;6;properties;surface characterization (rej);0.451;0;sem match válido;POP
ID_3296934538404596;7;spectroscopy; other γ-ray spectroscopy (rej);0.696;0;sem match válido;POP
ID_3296934538404596;8;magnetic;magnetic properties;0.945;3;match válido;POP
ID_3296934538404596;9;fe;cu (rej);0.301;0;sem match válido;POP
ID_3296934538404596;10;thin films;thin films;1.000;3;match válido;POP
ID_3296934538404596;11;filmes finos;thin films (rej);0.838;0;sem match válido;POP
ID_3296934538404596;12;finos;cu (rej);0.649;0;sem match válido;POP
ID_3296934538404596;13;si;cu (rej);0.688;0;sem match válido;POP
ID_3296934538404596;14;cu;cu;1.000;1;match válido;POP
ID_3296934538404596;15;ion;ion bombardment;0.809;3;match válido;POP
ID_3296934538404596;16;abstract;surface characterization (rej);0.523;0;sem match válido;POP
ID_3296934538404596;17;structure;structural and optical (rej);0.611;0;sem match válido;POP
ID_3296934538404596;18;nbsp;cu (rej);0.613;0;sem match válido;POP
ID_3296934538404596;19;plasma;plasma immersion ion;0.784;1;match válido;POP
ID_3296934538404596;20;filmes;thin films (rej);0.721;0;sem match válido;POP
ID_6231675319360093;1;magnetic;magnetic interactions;0.887;2;match válido;POP
ID_6231675319360093;2;ni;preisach model (rej);0.422;0;sem match válido;POP
ID_6231675319360093;3;magnetization;magnetic properties (rej);0.816;0;sem match válido;POP
ID_6231675319360093;4;zn;preisach model (rej);0.470;0;sem match válido;POP
ID_6231675319360093;5;properties;preisach model (rej);0.429;0;sem match válido;POP
ID_6231675319360093;6;ferrite;preisach model (rej);0.505;0;sem match válido;POP
ID_6231675319360093;7;magnetic properties;magnetic properties;1.000;2;match válido;POP
ID_6231675319360093;8;ni zn;preisach model (rej);0.260;0;sem match válido;POP
ID_6231675319360093;9;combustion;preisach model (rej);0.312;0;sem match válido;POP
ID_6231675319360093;10;ferritas;preisach model (rej);0.486;0;sem match válido;POP
ID_6231675319360093;11;powders;preisach model (rej);0.299;0;sem match válido;POP
ID_6231675319360093;12;reaction;preisach analysis (rej);0.420;0;sem match válido;POP
ID_6231675319360093;13;samples;preisach model (rej);0.471;0;sem match válido;POP
ID_6231675319360093;14;reversible;preisach model (rej);0.447;0;sem match válido;POP
ID_6231675319360093;15;combustion reaction;preisach analysis (rej);0.260;0;sem match válido;POP
ID_6231675319360093;16;behavior;preisach model (rej);0.428;0;sem match válido;POP
ID_6231675319360093;17;reversal;preisach model (rej);0.416;0;sem match válido;POP
ID_6231675319360093;18;zn ferrite;preisach model (rej);0.350;0;sem match válido;POP
ID_6231675319360093;19;temperature;preisach model (rej);0.281;0;sem match válido;POP
ID_6231675319360093;20;analysis;preisach analysis (rej);0.660;0;sem match válido;POP
ID_0174325304693036;1;cancer;câncer de cabeça;0.762;2;match válido;POP
ID_0174325304693036;2;patients;clinical stage (rej);0.720;0;sem match válido;POP
ID_0174325304693036;3;neck;cabeça e pescoço;0.830;3;match válido;POP
ID_0174325304693036;4;carcinoma;squamous cell carcinoma (rej);0.833;0;sem match válido;POP
ID_0174325304693036;5;head;head and neck (rej);0.816;0;sem match válido;POP
ID_0174325304693036;6;head and neck;head and neck;1.000;2;match válido;POP
ID_0174325304693036;7;oral;oral cancer (rej);0.632;0;sem match válido;POP
ID_0174325304693036;8;cell;oral squamous cell (rej);0.560;0;sem match válido;POP
ID_0174325304693036;9;squamous;oral squamous cell (rej);0.632;0;sem match válido;POP
ID_0174325304693036;10;cabeca;cabeça e pescoço (rej);0.634;0;sem match válido;POP
ID_0174325304693036;11;squamous cell;oral squamous cell;0.811;2;match válido;POP
ID_0174325304693036;12;treatment;treatment;1.000;3;match válido;POP
ID_0174325304693036;13;cabeca pescoco;cabeça e pescoço (rej);0.760;0;sem match válido;POP
ID_0174325304693036;14;neck cancer;neck cancer;1.000;2;match válido;POP
ID_0174325304693036;15;cell carcinoma;head and neck squamous cell carcinoma;0.772;3;match válido;POP
ID_0174325304693036;16;squamous cell carcinoma;squamous cell carcinoma;1.000;2;match válido;POP
ID_0174325304693036;17;survival;survival;1.000;3;match válido;POP
ID_0174325304693036;18;tumor;primary tumor;0.820;3;match válido;POP
ID_0174325304693036;19;expression;treatment (rej);0.325;0;sem match válido;POP
ID_0174325304693036;20;clinical;clinical stage;0.798;2;match válido;POP
ID_0189095897739979;1;software;software architecture;0.818;3;match válido;POP
ID_0189095897739979;2;product;product line (rej);0.786;0;sem match válido;POP
ID_0189095897739979;3;aspect;aspect-oriented implementations (rej);0.675;0;sem match válido;POP
ID_0189095897739979;4;agent;software agents (rej);0.693;0;sem match válido;POP
ID_0189095897739979;5;study;design (rej);0.405;0;sem match válido;POP
ID_0189095897739979;6;lines;product line (rej);0.560;0;sem match válido;POP
ID_0189095897739979;7;product lines;product line;0.974;3;match válido;POP
ID_0189095897739979;8;approach;aspect-oriented approaches support (rej);0.577;0;sem match válido;POP
ID_0189095897739979;9;multi;multi-agent systems (rej);0.511;0;sem match válido;POP
ID_0189095897739979;10;development;product derivation process (rej);0.568;0;sem match válido;POP
ID_0189095897739979;11;aspect oriented;aspect-oriented implementations;0.817;3;match válido;POP
ID_0189095897739979;12;multi agent;multi-agent systems;0.880;3;match válido;POP
ID_0189095897739979;13;systems;multi-agent system product (rej);0.587;0;sem match válido;POP
ID_0189095897739979;14;aosd;design (rej);0.404;0;sem match válido;POP
ID_0189095897739979;15;architecture;reference architecture (rej);0.693;0;sem match válido;POP
ID_0189095897739979;16;aspects;aspect-oriented approaches support (rej);0.610;0;sem match válido;POP
ID_0189095897739979;17;design;design;1.000;3;match válido;POP
ID_0189095897739979;18;engineering;design (rej);0.625;0;sem match válido;POP
ID_0189095897739979;19;community;configuration knowledge (rej);0.308;0;sem match válido;POP
ID_0189095897739979;20;software product;software product line;0.901;3;match válido;POP
ID_0229339143607870;1;mansoni;schistosoma mansoni (rej);0.519;0;sem match válido;POP
ID_0229339143607870;2;schistosoma;schistosoma;1.000;3;match válido;POP
ID_0229339143607870;3;schistosoma mansoni;schistosoma mansoni;1.000;3;match válido;POP
ID_0229339143607870;4;gene;genome (rej);0.778;0;sem match válido;POP
ID_0229339143607870;5;parasite;parasite;1.000;2;match válido;POP
ID_0229339143607870;6;genes;genome;0.785;2;match válido;POP
ID_0229339143607870;7;expression;tegument (rej);0.575;0;sem match válido;POP
ID_0229339143607870;8;human;human;1.000;2;match válido;POP
ID_0229339143607870;9;proteins;protein variation;0.847;3;match válido;POP
ID_0229339143607870;10;host;host defenses (rej);0.690;0;sem match válido;POP
ID_0229339143607870;11;protein;secreted proteins;0.781;3;match válido;POP
ID_0229339143607870;12;adult;human (rej);0.575;0;sem match válido;POP
ID_0229339143607870;13;abstract;tegument (rej);0.500;0;sem match válido;POP
ID_0229339143607870;14;data;tegument (rej);0.501;0;sem match válido;POP
ID_0229339143607870;15;septins;tegument (rej);0.475;0;sem match válido;POP
ID_0229339143607870;16;analysis;tegument (rej);0.675;0;sem match válido;POP
ID_0229339143607870;17;pcr;tegument (rej);0.407;0;sem match válido;POP
ID_0229339143607870;18;cruzi;trypanosoma cruzi (rej);0.502;0;sem match válido;POP
ID_0229339143607870;19;novel;tegument (rej);0.376;0;sem match válido;POP
ID_0229339143607870;20;ntpdase;tegument (rej);0.684;0;sem match válido;POP
ID_0278717765065500;1;analysis;analysis;1.000;1;match válido;POP
ID_0278717765065500;2;genes;dna polymorphisms (rej);0.673;0;sem match válido;POP
ID_0278717765065500;3;gene;dna polymorphisms (rej);0.648;0;sem match válido;POP
ID_0278717765065500;4;dna;sage (rej);0.682;0;sem match válido;POP
ID_0278717765065500;5;human;human;1.000;2;match válido;POP
ID_0278717765065500;6;pcr;pcr amplification (rej);0.693;0;sem match válido;POP
ID_0278717765065500;7;mansoni;schistosoma mansoni (rej);0.519;0;sem match válido;POP
ID_0278717765065500;8;schizophrenia;schizophrenia;1.000;2;match válido;POP
ID_0278717765065500;9;sequence;orf sequence tags (rej);0.645;0;sem match válido;POP
ID_0278717765065500;10;schistosoma;schistosoma;1.000;1;match válido;POP
ID_0278717765065500;11;schistosoma mansoni;schistosoma mansoni;1.000;2;match válido;POP
ID_0278717765065500;12;expression;identification (rej);0.558;0;sem match válido;POP
ID_0278717765065500;13;proteins;proteomics (rej);0.461;0;sem match válido;POP
ID_0278717765065500;14;patients;diagnosis (rej);0.630;0;sem match válido;POP
ID_0278717765065500;15;protein;proteome (rej);0.444;0;sem match válido;POP
ID_0278717765065500;16;cancer;study of cancer-stroma (rej);0.641;0;sem match válido;POP
ID_0278717765065500;17;new;sage (rej);0.384;0;sem match válido;POP
ID_0278717765065500;18;sequences;orf sequence tags (rej);0.666;0;sem match válido;POP
ID_0278717765065500;19;identification;identification;1.000;1;match válido;POP
ID_0278717765065500;20;genome;dna polymorphisms (rej);0.675;0;sem match válido;POP
ID_0482551013400931;1;virus;estirpe do vírus;0.952;2;match válido;POP
ID_0482551013400931;2;citrus;citrus sinensis;0.821;2;match válido;POP
ID_0482551013400931;3;brevipalpus;brevipalpus;1.000;3;match válido;POP
ID_0482551013400931;4;mosaic;mosaico comum;0.952;2;match válido;POP
ID_0482551013400931;5;microscopia;electron microscopy;0.759;3;match válido;POP
ID_0482551013400931;6;eletronica;transmission (rej);0.522;0;sem match válido;POP
ID_0482551013400931;7;leprosis;citrus leprosis (rej);0.885;0;sem match válido;POP
ID_0482551013400931;8;microscopia eletronica;microscopia eletrônica;0.983;3;match válido;POP
ID_0482551013400931;9;citros;xylella fastidiosa;0.793;3;match válido;POP
ID_0482551013400931;10;mosaic virus;vírus do mosaico;0.976;2;match válido;POP
ID_0482551013400931;11;brazil;brazil;1.000;2;match válido;POP
ID_0482551013400931;12;citrus leprosis;citrus leprosis;1.000;3;match válido;POP
ID_0482551013400931;13;mosaico;mosaico comum (rej);0.951;0;sem match válido;POP
ID_0482551013400931;14;leprosis virus;citrus leprosis virus (rej);0.928;0;sem match válido;POP
ID_0482551013400931;15;citrus leprosis virus;citrus leprosis virus;1.000;3;match válido;POP
ID_0482551013400931;16;leprose;citrus leprosis (rej);0.756;0;sem match válido;POP
ID_0482551013400931;17;tospovirus;tospovirus;1.000;3;match válido;POP
ID_0482551013400931;18;caracterizacao;caracterização;0.992;3;match válido;POP
ID_0482551013400931;19;plantas;plant;0.980;2;match válido;POP
ID_0482551013400931;20;tomato;plant (rej);0.567;0;sem match válido;POP
ID_0486569206159968;1;ray;ray burst grb;0.817;3;match válido;POP
ID_0486569206159968;2;raios;ray burst grb (rej);0.600;0;sem match válido;POP
ID_0486569206159968;3;imaging;techniques: image processing (rej);0.685;0;sem match válido;POP
ID_0486569206159968;4;gamma;gamma-ray burst grb (rej);0.739;0;sem match válido;POP
ID_0486569206159968;5;gama;gamma ray bursts (rej);0.753;0;sem match válido;POP
ID_0486569206159968;6;hard;grb (rej);0.400;0;sem match válido;POP
ID_0486569206159968;7;raios gama;gamma-ray burst grb;0.824;3;match válido;POP
ID_0486569206159968;8;high;high energy transient (rej);0.435;0;sem match válido;POP
ID_0486569206159968;9;telescope;telescópio para espectroscopia;0.956;3;match válido;POP
ID_0486569206159968;10;energy;high energy transient (rej);0.682;0;sem match válido;POP
ID_0486569206159968;11;astrofisica;astronomy;0.832;3;match válido;POP
ID_0486569206159968;12;masco;grb (rej);0.536;0;sem match válido;POP
ID_0486569206159968;13;altas;grb (rej);0.572;0;sem match válido;POP
ID_0486569206159968;14;altas energias;high energy transient;0.795;3;match válido;POP
ID_0486569206159968;15;energias;high energy transient (rej);0.697;0;sem match válido;POP
ID_0486569206159968;16;gamma ray;gamma ray bursts;0.899;3;match válido;POP
ID_0486569206159968;17;astrofisica de altas;astronomy (rej);0.829;0;sem match válido;POP
ID_0486569206159968;18;mask;stationary mask experiments (rej);0.700;0;sem match válido;POP
ID_0486569206159968;19;balloon;balloon-borne imaging telescope (rej);0.717;0;sem match válido;POP
ID_0486569206159968;20;resolution;spatial resolution (rej);0.668;0;sem match válido;POP
ID_0509655225224036;1;schizophrenia;schizophrenia;1.000;3;match válido;POP
ID_0509655225224036;2;rs;expression (rej);0.279;0;sem match válido;POP
ID_0509655225224036;3;gene;gene–gene interaction;0.791;3;match válido;POP
ID_0509655225224036;4;association;association;1.000;2;match válido;POP
ID_0509655225224036;5;treatment;treatment response;0.893;2;match válido;POP
ID_0509655225224036;6;weight;antipsychotic-induced weight (rej);0.615;0;sem match válido;POP
ID_0509655225224036;7;darpp;bdnf (rej);0.470;0;sem match válido;POP
ID_0509655225224036;8;patients;treatment response (rej);0.613;0;sem match válido;POP
ID_0509655225224036;9;antipsychotic;schizophrenia and clozapine;0.768;3;match válido;POP
ID_0509655225224036;10;expression;expression;1.000;1;match válido;POP
ID_0509655225224036;11;results;expression (rej);0.459;0;sem match válido;POP
ID_0509655225224036;12;response;treatment response (rej);0.579;0;sem match válido;POP
ID_0509655225224036;13;genetic;genetics;0.979;2;match válido;POP
ID_0509655225224036;14;weight gain;antipsychotic-induced weight gain (rej);0.742;0;sem match válido;POP
ID_0509655225224036;15;polymorphisms;genetics (rej);0.560;0;sem match válido;POP
ID_0509655225224036;16;gain;bdnf (rej);0.386;0;sem match válido;POP
ID_0509655225224036;17;study;association study (rej);0.526;0;sem match válido;POP
ID_0509655225224036;18;significant;expression (rej);0.494;0;sem match válido;POP
ID_0509655225224036;19;variants;expression (rej);0.646;0;sem match válido;POP
ID_0509655225224036;20;analysis;association study (rej);0.531;0;sem match válido;POP
ID_0516941410000104;1;white;white dwarfs (rej);0.662;0;sem match válido;POP
ID_0516941410000104;2;dwarf;pulsating white dwarf;0.755;3;match válido;POP
ID_0516941410000104;3;white dwarf;white dwarfs;0.962;3;match válido;POP
ID_0516941410000104;4;data;theoretical models (rej);0.344;0;sem match válido;POP
ID_0516941410000104;5;pg;zz ceti (rej);0.466;0;sem match válido;POP
ID_0516941410000104;6;period;period change;0.792;1;match válido;POP
ID_0516941410000104;7;estrelas;stars: individual;0.857;3;match válido;POP
ID_0516941410000104;8;pulsation;pulsation mode;0.913;1;match válido;POP
ID_0516941410000104;9;anas;zz ceti (rej);0.381;0;sem match válido;POP
ID_0516941410000104;10;anas brancas;white dwarfs (rej);0.676;0;sem match válido;POP
ID_0516941410000104;11;brancas;white dwarfs (rej);0.661;0;sem match válido;POP
ID_0516941410000104;12;stars;stars: fundamental parameters;0.837;2;match válido;POP
ID_0516941410000104;13;correction;period change (rej);0.423;0;sem match válido;POP
ID_0516941410000104;14;star;stars: individual (rej);0.827;0;sem match válido;POP
ID_0516941410000104;15;change;period change (rej);0.595;0;sem match válido;POP
ID_0516941410000104;16;sup;zz ceti (rej);0.446;0;sem match válido;POP
ID_0516941410000104;17;asterosismologia;stellar evolution (rej);0.394;0;sem match válido;POP
ID_0516941410000104;18;background;white dwarfs (rej);0.418;0;sem match válido;POP
ID_0516941410000104;19;measurement;variations in frequency (rej);0.362;0;sem match válido;POP
ID_0516941410000104;20;secular;secular pulsational variation (rej);0.570;0;sem match válido;POP
ID_7710344461864924;1;atividade;work (rej);0.646;0;sem match válido;POP
ID_7710344461864924;2;extrato;solamargine (rej);0.640;0;sem match válido;POP
ID_7710344461864924;3;activity;work (rej);0.548;0;sem match válido;POP
ID_7710344461864924;4;avaliacao;topical formulation (rej);0.576;0;sem match válido;POP
ID_7710344461864924;5;dimorphandra mollis;dimorphandra mollis;1.000;2;match válido;POP
ID_7710344461864924;6;dimorphandra;dimorphandra mollis (rej);0.869;0;sem match válido;POP
ID_7710344461864924;7;extratos;solamargine (rej);0.675;0;sem match válido;POP
ID_7710344461864924;8;mollis;solamargine (rej);0.703;0;sem match válido;POP
ID_7710344461864924;9;uchi;solamargine (rej);0.519;0;sem match válido;POP
ID_7710344461864924;10;essential;essential oil (rej);0.582;0;sem match válido;POP
ID_7710344461864924;11;endopleura;pulverizadas de endopleura (rej);0.730;0;sem match válido;POP
ID_7710344461864924;12;oil;óleo essencial;0.910;3;match válido;POP
ID_7710344461864924;13;endopleura uchi;solamargine (rej);0.586;0;sem match válido;POP
ID_7710344461864924;14;millefolium;mikania glomerata (rej);0.580;0;sem match válido;POP
ID_7710344461864924;15;achillea;mikania glomerata (rej);0.617;0;sem match válido;POP
ID_7710344461864924;16;intestinal;oral pathogens (rej);0.454;0;sem match válido;POP
ID_7710344461864924;17;plantas;plant drug (rej);0.725;0;sem match válido;POP
ID_7710344461864924;18;achillea millefolium;mikania glomerata (rej);0.666;0;sem match válido;POP
ID_7710344461864924;19;avaliacao da atividade;work (rej);0.523;0;sem match válido;POP
ID_7710344461864924;20;lycocarpum;solanum lycocarpum;0.772;3;match válido;POP
ID_1840336983035010;1;optimization;optimization problem;0.942;3;match válido;POP
ID_1840336983035010;2;colony;standard ant colony (rej);0.695;0;sem match válido;POP
ID_1840336983035010;3;ant colony;standard ant colony;0.938;1;match válido;POP
ID_1840336983035010;4;problem;inverse problem (rej);0.595;0;sem match válido;POP
ID_1840336983035010;5;ant;iniciação científica (rej);0.501;0;sem match válido;POP
ID_1840336983035010;6;inverse;inverse problem;0.862;2;match válido;POP
ID_1840336983035010;7;particle;particle collision;0.750;3;match válido;POP
ID_1840336983035010;8;problema;inverse problem (rej);0.580;0;sem match válido;POP
ID_1840336983035010;9;algoritmo;deterministic algorithms;0.755;1;match válido;POP
ID_1840336983035010;10;ant colony optimization;ant colony optimization;1.000;3;match válido;POP
ID_1840336983035010;11;colony optimization;ant colony optimization (rej);0.837;0;sem match válido;POP
ID_1840336983035010;12;padroes;ordenamento parcial (rej);0.546;0;sem match válido;POP
ID_1840336983035010;13;algorithm;deterministic algorithms (rej);0.745;0;sem match válido;POP
ID_1840336983035010;14;fuzzy;fuzzy ant colony (rej);0.568;0;sem match válido;POP
ID_1840336983035010;15;particle swarm;particle collision (rej);0.632;0;sem match válido;POP
